board_event_id,meeting_date,meeting_year,meeting_kind,meeting_date_source,resolution_number,event_type,role,firm_id,firm_name,firm_name_raw,person_id,person_name,person_name_raw,seat_holder_type,entity_name_raw,represents_id,replaces_id,replaces_name_raw,board_decision_date,term_years,term_end_year,adoption,doc_node_key,doc_type,doc_url,doc_sha256,excerpt
BEfc0f3bde5aae-6-1,,,ordinaire,filing_date,6,cooptation_ratified,administrateur,F231c2da790,SITEX,SITEX,P2ff91e71f4,Jean-Pierre BON,Jean-Pierre BON,person,,,,,,,,adopted_unanimously,sitex-2006,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_sitex_0606.pdf,4e873f1291be16e0c10518f52598a9444a1c9e7b6a9124883c8ace99a7f1d713,"L’ Assemblée Générale Annuelle ratifie la cooptation de Monsieur Francis COUSIN, de nationalité française, demeurant en France, 45081 Orléans Cedex 2, en qualité d’Administrateur, et ce, pour la durée restant à courir du mandat de Monsieur Jean-Pierre BON, Administrateur démissionnaire, soit jusqu’au jour de la réunion de l’Assemblée Générale Annuelle devant délibérer sur les comptes de l’exercice"
BE42accccfc98e-7-0,,,,filing_date,7,appointment,administrateur,F13ef2f8028,AIR LIQUIDE,AIR LIQUIDE,Pb169398ce6,Jean-Louis COUDRILLIER,Jean-Louis COUDRILLIER,person,,,P8dc646fe40,Bernard NOUGAROU,,,,,air-liquide-2006-2,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agoc_airliquide_0606.pdf,496c744692f165ba0b2baa816e560c9652a87cb1bfd6568ca3909fabed9bab61,"(nomination d’un nouvel Administrateur) L’Assemblée Générale Ordinaire nomme comme Administrateur Monsieur Jean-Louis COUDRILLIER, en remplacement de Monsieur Bernard NOUGAROU qui ne demande pas le renouvellement de son mandat. Le mandat de Monsieur Jean-Louis COUDRILLIER viendra à expiration lors de l’Assemblée Générale appelée à statuer sur les comptes de l’exercice clos le 31 décembre 2007. Mon"
BE22c6389d4af1-8-0,,,ordinaire,filing_date,8,renewal,administrateur,Fa35fe8fa74,UNION DE FACTORING,UNION DE FACTORING,P45577c6a1d,Imededdine CHERIF,Imededdine CHERIF,person,,,,,,,2012,adopted_unanimously,union-de-factoring-2009-0,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_UF_150710.pdf,097347cffeb89058f26cfb1f941980a92f90c3bc94ce118a2125937da32cd324,": L’Assemblée Générale Ordinaire renouvelle le mandat d’Administrateur de Messieurs Imededdine CHERIF et Tahar BAYAHI , de la Banque Nationale Agricole « BNA », l’Amen Bank « AB », l’Arab Tunisian Bank « ATB », l’Arab Tunisian Lease « ATL », CARTE Assurances, SAFINA Sicaf, SPDIT Sicaf, Société Tunisienne d’Equipement « STE », CURAT SA et la Société Asiraq, et ce, pour une durée de trois ans qui s’"
BE42accccfc98e-8-0,,,,filing_date,8,mandate_expiry,commissaire_aux_comptes,F13ef2f8028,AIR LIQUIDE,AIR LIQUIDE,,,,,,,,,,,,,air-liquide-2006-2,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agoc_airliquide_0606.pdf,496c744692f165ba0b2baa816e560c9652a87cb1bfd6568ca3909fabed9bab61,"(nomination d’un commissaire aux comptes) L’Assemblée Générale Ordinaire nomme le cabinet MAZARS Commissaire Aux Comptes de la Société en remplacement du cabinet ARC, dont le mandat arrive à échéance avec la présente Assemblée. Le mandat du cabinet MAZARS expirera à l’issue de l’Assemblée Générale Ordinaire qui statuera sur les comptes de l’exercice clos au 31 décembre 2008. La rémunération du Com"
BE22c6389d4af1-9-0,,,ordinaire,filing_date,9,renewal,commissaire_aux_comptes,Fa35fe8fa74,UNION DE FACTORING,UNION DE FACTORING,,,,,,,,,,,,adopted_unanimously,union-de-factoring-2009-0,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_UF_150710.pdf,097347cffeb89058f26cfb1f941980a92f90c3bc94ce118a2125937da32cd324,": L’Assemblée Générale Ordinaire renouvelle le mandat des cabinets F.M.B.Z-KPMG Tunisie et MS LOUZIR en tant que co-commissaires aux comptes de la Société et ce pour une durée de trois ans qui s’achèvera à la date de l’Assemblée Générale Ordinaire qui doit statuer sur l’exercice 2012. Mise aux voix, cette résolution est adoptée à l’unanimité."
BE980a5b4bbc0e-6-0,2001-07-10,2001,ordinaire,document,6,appointment,administrateur,Fb49ed2462e,BFT,BFT,Pe061cdc9c6,Slim BEN NASR,Slim BEN NASR,person,,,,,,3,,,bft-2009,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_BFT_210610.pdf,7117238cffe93f58d733522f68677053b322304faa299cabb7e3a28010e2daa2,"L’Assemblée Générale Ordinaire, en application des dispositions de l’article 190 du Code des Sociétés Commerciales et de l’article 20 des Statuts de la Banque, nomme pour une durée de trois années qui prendra fin lors de la réunion de l’Assemblée Générale Ordinaire annuelle qui aura à statuer sur les comptes de l’exercice 2012, Membres de Conseil d’Administration de la Banque : - La Société Tunisi"
BE288518d68d62-6-0,2001-07-10,2001,ordinaire,document,6,appointment,administrateur,Fb49ed2462e,BFT,BFT,P9e602ae44e,Nejib Hajri,Nejib Hajri,person,,,,,,3,,adopted_unanimously,bft-2009-0,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_BFT_300610.pdf,309e41f11be6b3aff047243f4f8e3a2e4bfc01ed658aa52b9cbb7c749ad218de,"L’Assemblée Générale Ordinaire, en application des dispositions de l’article 190 du Code des Sociétés Commerciales et de l’article 20 des Statuts de la Banque, nomme pour une durée de trois années qui prendra fin lors de la réunion de l’Assemblée Générale Ordinaire annuelle qui aura à statuer sur les comptes de l’exercice 2012, Membres de Conseil d’Administration de la Banque : - La Société Tunisi"
BE288518d68d62-6-1,2001-07-10,2001,ordinaire,document,6,appointment,administrateur,Fb49ed2462e,BFT,BFT,Pd173a2d816,Najoua Ben Othman,Najoua Ben Othman,person,,,,,,3,,adopted_unanimously,bft-2009-0,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_BFT_300610.pdf,309e41f11be6b3aff047243f4f8e3a2e4bfc01ed658aa52b9cbb7c749ad218de,"L’Assemblée Générale Ordinaire, en application des dispositions de l’article 190 du Code des Sociétés Commerciales et de l’article 20 des Statuts de la Banque, nomme pour une durée de trois années qui prendra fin lors de la réunion de l’Assemblée Générale Ordinaire annuelle qui aura à statuer sur les comptes de l’exercice 2012, Membres de Conseil d’Administration de la Banque : - La Société Tunisi"
BE288518d68d62-6-2,2001-07-10,2001,ordinaire,document,6,appointment,administrateur,Fb49ed2462e,BFT,BFT,Pe061cdc9c6,Slim BEN NASR,Slim BEN NASR,person,,,,,,3,,adopted_unanimously,bft-2009-0,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_BFT_300610.pdf,309e41f11be6b3aff047243f4f8e3a2e4bfc01ed658aa52b9cbb7c749ad218de,"L’Assemblée Générale Ordinaire, en application des dispositions de l’article 190 du Code des Sociétés Commerciales et de l’article 20 des Statuts de la Banque, nomme pour une durée de trois années qui prendra fin lors de la réunion de l’Assemblée Générale Ordinaire annuelle qui aura à statuer sur les comptes de l’exercice 2012, Membres de Conseil d’Administration de la Banque : - La Société Tunisi"
BE27edad3496b5-6-0,2001-07-10,2001,ordinaire,document,6,termination,administrateur,F7997cc7202,BIAT,BIAT,,,,,,,,,,,,adopted_unanimously,biat-2008-3,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_ago_BIAT_040609.pdf,af6a4645e35998dbc169cefa7bca6a6f600ceea15567dd7319877b7f9dab1765,L’Assemblée Générale Ordinaire prend acte de la démission de HSBC France de son poste d’Administrateur suite à la cession de sa participation dans le capital de la BIAT. Cette résolution mise aux voix est adoptée à l’unanimité.
BE980a5b4bbc0e-7-0,2001-07-10,2001,ordinaire,document,7,mandate_expiry,commissaire_aux_comptes,Fb49ed2462e,BFT,BFT,Pbc9a116111,Mohamed Salah Ben Afia,Mohamed Salah Ben Afia,person,,,,,,,,,bft-2009,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_BFT_210610.pdf,7117238cffe93f58d733522f68677053b322304faa299cabb7e3a28010e2daa2,"L’Assemblée Générale Ordinaire constatant l’expiration du mandat du Co- Commissaire aux Comptes, le Cabinet ORGA AUDIT représenté par Mr.Mohamed Salah Ben Afia et en application des dispositions de l’article 260 du Code des Sociétés Commerciales, de l’article 35 (deuxième paragraphe ) de la loi n°2001-65 du 10 juillet 2001 relative aux Etablissements de Crédit telle que modifiée et complétée par l"
BE288518d68d62-7-0,2001-07-10,2001,ordinaire,document,7,mandate_expiry,commissaire_aux_comptes,Fb49ed2462e,BFT,BFT,Pbc9a116111,Mohamed Salah Ben Afia,Mohamed Salah Ben Afia,person,,,,,,,,adopted_unanimously,bft-2009-0,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_BFT_300610.pdf,309e41f11be6b3aff047243f4f8e3a2e4bfc01ed658aa52b9cbb7c749ad218de,"L’Assemblée Générale Ordinaire constatant l’expiration du mandat du Co-Commissaire aux Comptes, le Cabinet ORGA AUDIT représenté par Mr.Mohamed Salah Ben Afia et en application des dispositions de l’article 260 du Code des Sociétés Commerciales, de l’article 35 (deuxième paragraphe ) de la loi n°2001-65 du 10 juillet 2001 relative aux Etablissements de Crédit telle que modifiée et complétée par la"
BEb0c0ebba84bd-7-0,2001-07-10,2001,ordinaire,document,7,renewal,administrateur,F7997cc7202,BIAT,BIAT,,,,,,,,,,,,adopted_unanimously,biat-2007-3,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agoc_BIAT_100608.pdf,a73fdfd8d1f4b6af0813557e16908be3abd8173c46b02ab5372a1907306ef389,L’Assemblée Générale Ordinaire décide de renouveler le mandat des administrateurs Messieurs : - Tahar SIOUD - Mokhtar FAKHFAKH - Habib BOURGUIBA jr - Aziz MILED - Mohsen HACHICHA - Hedi DJILANI - Ismaïl MABROUK - M’hamed DRISS - Marwen MABROUK - Intesa Sanpaolo S.p.A - HSBC France - Natixis pour une période de trois ans prenant fin à l’issue de l’Assemblée Générale Ordinaire appelée à statuer sur 
BE5d9f6e2a26a4-4-0,2001-07-24,2001,ordinaire,document,4,mandate_expiry,administrateur,F5eaa9e5378,SICAV SECURITY,SICAV SECURITY,Pdfdcad9c78,Raouf NEGRA,Raouf Negra,person,,,,,,,2012,adopted_unanimously,sicav-security-2009,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_SICAV_SECURITY_140410.pdf,018867a3583a23eb0b5a0d4b5645a2f5393347f0ed376916b52967b9e3e294b6,"L’Assemblée Générale prend acte de l’expiration du mandat des administrateurs et décide de renouveler pour messieurs Raouf Negra, les sociétés La CARTE, SEPCM et SPDIT Sicaf, pour un nouveau mandat de trois ans expirant à l’assemblée statuant sur les états financiers de l’exercice 2012. Cette résolution est adoptée à l’unanimité."
BE1be6dbc3a567-4-0,2001-07-24,2001,ordinaire,document,4,mandate_expiry,administrateur,F02d5eabf6a,CAP OBLIG SICAV,CAP OBLIG SICAV,,,,,,,,,,,2012,adopted_unanimously,cap-oblig-sicav-2009,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_CAP_OBLIG_SICAV_140410.pdf,b29f2254c6ae02879ad8aaff80a654e4c5e302ceea1d88269328017d5e79de16,"L’Assemblée Générale prend acte de l’expiration du mandat des administrateurs et décide de renouveler pour messieurs raouf Negra, Karim Abdelkafi, les sociétés La CARTE, SEPCM et COFITE Sicaf, pour un nouveau mandat de trois ans expirant à l’assemblée statuant sur les états financiers de l’exercice 2012. Cette résolution est adoptée à l’unanimité."
BEa89c9e3a1566-5-0,2001-07-24,2001,ordinaire,document,5,appointment,administrateur,Fe2671c1f98,Tuniso Émiratie Sicav (TES),TUNISO EMIRATIE SICAV,Pcdab443043,Hédi BAYAR,Hédi BAYAR,person,,,,,,,2012,adopted_unanimously,tuniso-emiratie-sicav-2009,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_Tuniso_Emiratie_SICAV_220410.pdf,436d5a9ac302c8c72c064310c92a39efaabb22c8ce6623d5da01c3045def95a6,": L’Assemblée Générale Ordinaire décide la nomination de M. Hédi BAYAR en tant qu’administrateur de la Tuniso Emiratie Sicav pour une période de trois années qui s’achèvera lors de l’Assemblée Générale Ordinaire qui statuera sur les comptes de l’exercice 2012; elle renouvelle, par ailleurs, les mandats des administrateurs suivants : - Mr Lassaad Dellagi, - Banque de Tunisie et des Emirats, - Rapid"
BEa89c9e3a1566-5-1,2001-07-24,2001,ordinaire,document,5,appointment,administrateur,Fe2671c1f98,Tuniso Émiratie Sicav (TES),TUNISO EMIRATIE SICAV,P9157998fef,Lassaad DELLAGI,Lassaad Dellagi,person,,,,,,,2012,adopted_unanimously,tuniso-emiratie-sicav-2009,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_Tuniso_Emiratie_SICAV_220410.pdf,436d5a9ac302c8c72c064310c92a39efaabb22c8ce6623d5da01c3045def95a6,": L’Assemblée Générale Ordinaire décide la nomination de M. Hédi BAYAR en tant qu’administrateur de la Tuniso Emiratie Sicav pour une période de trois années qui s’achèvera lors de l’Assemblée Générale Ordinaire qui statuera sur les comptes de l’exercice 2012; elle renouvelle, par ailleurs, les mandats des administrateurs suivants : - Mr Lassaad Dellagi, - Banque de Tunisie et des Emirats, - Rapid"
BEc0a9803df35d-5-0,2001-07-24,2001,ordinaire,document,5,cooptation_ratified,commissaire_aux_comptes,F8eab7f3437,ATTIJARI OBLIGATAIRE SICAV,ATTIJARI OBLIGATAIRE SICAV,,,,,,,,,,,,adopted_unanimously,attijari-obligataire-sicav-2009,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agohc_ATTIJARI_OBLIGATAIRE_SICAV_230410.pdf,2179579fe272d3810aed75fd194d6f1f456d58024f18022a4b162cb194372b0e,: L’Assemblée Générale Ordinaire donne aux actionnaires le choix de percevoir les produits de dividendes ou de les réinvestir sous forme d’actions ATTIJARI OBLIGATAIRE SICAV sur la base de la valeur liquidative calculée pour la journée de réinvestissement. Cette résolution est adoptée à l’unanimité. SIXEME RESOLUTION : L’Assemblée Générale Ordinaire ratifie la nomination du Cabinet « AMC Ernst & Y
BE6032dde01ff8-0-0,2005-12-31,2005,ordinaire,document,,renewal,commissaire_aux_comptes,F49209c75b4,ATB,ATB,P9f64d168b8,Samar ELMOLLA,Samar ELMOLLA,person,,,Pee3c36a9e0,Samir MOUBARAK,,,2005,,atb-2006-0,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agoc_atb_0606.pdf,271b39f0ed8cdf236a184e27ef63da95037e98a74b553c334a70cd26bfd922f3,"AVIS DES SOCIETES ARAB TUNISIAN BANK ATB Siège social : 9, rue Hédi Nouira 1001 TUNIS Suite à la réunion de son l’Assemblée Générale Ordinaire statuant sur l’exercice 2005, l’Arab Tunisian Bank publie, ci-dessous : - Les résolutions adoptées, - Le Bilan après affectation du résultat comptable, - L’état d’évolution des capitaux propres. I- Résolutions adoptées : - Approbation du rapport du conseil "
BE6032dde01ff8-0-1,2005-12-31,2005,ordinaire,document,,renewal,commissaire_aux_comptes,F49209c75b4,ATB,ATB,P2789e25600,Munib Rashid EL MASRI,Munib Rashid EL MASRI,person,,,Pee3c36a9e0,Samir MOUBARAK,,,2005,,atb-2006-0,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agoc_atb_0606.pdf,271b39f0ed8cdf236a184e27ef63da95037e98a74b553c334a70cd26bfd922f3,"AVIS DES SOCIETES ARAB TUNISIAN BANK ATB Siège social : 9, rue Hédi Nouira 1001 TUNIS Suite à la réunion de son l’Assemblée Générale Ordinaire statuant sur l’exercice 2005, l’Arab Tunisian Bank publie, ci-dessous : - Les résolutions adoptées, - Le Bilan après affectation du résultat comptable, - L’état d’évolution des capitaux propres. I- Résolutions adoptées : - Approbation du rapport du conseil "
BE6032dde01ff8-0-2,2005-12-31,2005,ordinaire,document,,renewal,commissaire_aux_comptes,F49209c75b4,ATB,ATB,P7aeb3c437f,Samar ELMOLLA Farouk,Samar ELMOLLA Mr Farouk,person,,,Pee3c36a9e0,Samir MOUBARAK,,,2005,,atb-2006-0,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agoc_atb_0606.pdf,271b39f0ed8cdf236a184e27ef63da95037e98a74b553c334a70cd26bfd922f3,"AVIS DES SOCIETES ARAB TUNISIAN BANK ATB Siège social : 9, rue Hédi Nouira 1001 TUNIS Suite à la réunion de son l’Assemblée Générale Ordinaire statuant sur l’exercice 2005, l’Arab Tunisian Bank publie, ci-dessous : - Les résolutions adoptées, - Le Bilan après affectation du résultat comptable, - L’état d’évolution des capitaux propres. I- Résolutions adoptées : - Approbation du rapport du conseil "
BE6032dde01ff8-0-3,2005-12-31,2005,ordinaire,document,,renewal,commissaire_aux_comptes,F49209c75b4,ATB,ATB,P4d5aaa9862,Ziad Sadok Itani,Ziad Sadok ITANI Mr,person,,,Pee3c36a9e0,Samir MOUBARAK,,,2005,,atb-2006-0,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agoc_atb_0606.pdf,271b39f0ed8cdf236a184e27ef63da95037e98a74b553c334a70cd26bfd922f3,"AVIS DES SOCIETES ARAB TUNISIAN BANK ATB Siège social : 9, rue Hédi Nouira 1001 TUNIS Suite à la réunion de son l’Assemblée Générale Ordinaire statuant sur l’exercice 2005, l’Arab Tunisian Bank publie, ci-dessous : - Les résolutions adoptées, - Le Bilan après affectation du résultat comptable, - L’état d’évolution des capitaux propres. I- Résolutions adoptées : - Approbation du rapport du conseil "
BE6032dde01ff8-0-4,2005-12-31,2005,ordinaire,document,,renewal,commissaire_aux_comptes,F49209c75b4,ATB,ATB,Pc40d9298b4,Chukri ASSAAD BISHARA,Chukri ASSAAD BISHARA Mr,person,,,Pee3c36a9e0,Samir MOUBARAK,,,2005,,atb-2006-0,resolutions_ag,https://www.cmf.tn/sites/default/files/pdfs/emetteurs/informations/resolutions/resol_agoc_atb_0606.pdf,271b39f0ed8cdf236a184e27ef63da95037e98a74b553c334a70cd26bfd922f3,"AVIS DES SOCIETES ARAB TUNISIAN BANK ATB Siège social : 9, rue Hédi Nouira 1001 TUNIS Suite à la réunion de son l’Assemblée Générale Ordinaire statuant sur l’exercice 2005, l’Arab Tunisian Bank publie, ci-dessous : - Les résolutions adoptées, - Le Bilan après affectation du résultat comptable, - L’état d’évolution des capitaux propres. I- Résolutions adoptées : - Approbation du rapport du conseil "
