entity_id,canonical_name,gender,basis,n_female_titles,n_male_titles,n_untitled_rows
P6b59e39030,Sahir JELJELI Lui même 2009‐2011 Tunis,M,1 male honorific,0,1,0
Pe09adef8a9,Sahir JELJELI Membre mandaté par la société ENNAKL Lui même 2009-2011 Tunis,M,3 male honorifics,0,3,0
Pf363aef963,Said SEBTI,M,4 male honorifics,0,4,0
Pe6ffe3a2b3,Said SEBTI Administrateur Attijari bank 2022-2024 Tunis • Directeur Général Attijari bank,M,1 male honorific,0,1,0
P3b3d1f28b8,Salah IEBALI,M,1 male honorific,0,1,0
P145802f44a,Salah JEBALI,M,2 male honorifics,0,2,0
Pf49c50a6dc,Salah RIAHI **,M,1 male honorific,0,1,0
P620e43a27a,Salah SOUKI,M,11 male honorifics,0,11,0
P71887500b1,Salem BESSAOUD,M,1 male honorific,0,1,0
Pe855ec8c67,Sami BEN MABROUK,M,1 male honorific,0,1,0
P4a05cd08a0,Sami Ben Ayed,M,1 male honorific,0,1,0
P5d6b3cca15,Sami EL ABED,M,6 male honorifics,0,6,0
P2115613235,Sami Hbaieb,M,1 male honorific,0,1,0
P0153606e24,Sami KHOUAJA (*),M,11 male honorifics,0,11,0
P040e23bf88,Sami Kallcl,M,1 male honorific,0,1,0
P6f6a908d41,Sami Moulay,M,1 male honorific,0,1,0
P3530cb38fb,Sami Mouley,M,1 male honorific,0,1,0
P44ff7dcf22,Sami Zghal,M,2 male honorifics,0,2,0
P99ce55c736,Sami chérif,M,1 male honorific,0,1,0
P9acd59889f,Samir Rgaieg,M,2 male honorifics,0,2,0
Pf9030c4eef,Sassi HAMMAMI,M,2 male honorifics,0,2,0
Pc1d1f71f05,Seif Eddine Béjaoui,M,1 male honorific,0,1,0
P07e6607fe4,Selim RIAHI,M,10 male honorifics,0,10,0
Pd21d17071b,Selm RIAHI,M,1 male honorific,0,1,0
P8e1c806055,Seyf ISMAIL,M,1 male honorific,0,1,2
P94f42d55ee,Shm ZARROUK,M,1 male honorific,0,1,0
P43c5cdc9a4,Skander KAMOUN,M,16 male honorifics,0,16,0
P358d5510e1,Slah GAFSIA,M,2 male honorifics,0,2,0
P767e5e8eba,Slaheddine BOUGUERRA,M,3 male honorifics,0,3,0
P4751cfa4ca,Slaheddine LADJIMI,M,3 male honorifics,0,3,3
P80a5426f39,Slaheddine LADJIMI ( Membre indépendant),M,2 male honorifics,0,2,0
P302fd43b67,Slaheddine ZAHAF (*),M,4 male honorifics,0,4,0
P8a2020d681,Slim BEN AYED*,M,1 male honorific,0,1,0
P12516a8af8,Slim DRISS,M,1 male honorific,0,1,0
P1daa6680c4,Slim Feriani,M,1 male honorific,0,1,0
P6ed67915c3,Slim KALLEL,M,3 male honorifics,0,3,1
P970a1ea638,Slim ZARROUK,M,2 male honorifics,0,2,0
P15b7e71da4,Slim ZEGHAL,M,1 male honorific,0,1,0
Pf13a09c9cf,Slimene BETTAIEB,M,2 male honorifics,0,2,0
P678d882b2a,Slimene BETTAIEB Président Directeur Général 2006-2008 Tunis,M,1 male honorific,0,1,0
P9cb8305f9c,Slimene BETTAIEB Président Directeur Général 2009‐2011 Tunis,M,3 male honorifics,0,3,1
Pe81b7ba73c,Slimene BETTAIEB Président Directeur Général 2012 - 2014 Tunis,M,3 male honorifics,0,3,0
Pcac890c045,Slimene BETTAIEB Président Directeur Général 2015 - 2017 Tunis,M,1 male honorific,0,1,0
P4c5d6524f7,Slimene BETTAIEB Président Lui même 2006-2008 Tunis,M,1 male honorific,0,1,0
Pf527a502ad,Slimene BETTAIEB Président Lui même 2009‐2011 Tunis,M,4 male honorifics,0,4,0
P56ce8aef4e,Sofien HAJ TAIEB,M,6 male honorifics,0,6,0
Pe7ccd67239,Sofien REKIK,M,2 male honorifics,0,2,0
P2ac3886b5d,Sofiene HAJ TAIEB,M,5 male honorifics,0,5,0
P8eda71ce39,Sofiène EL MATERI,M,2 male honorifics,0,2,0
P3f9425e380,Sofiène SELLAMI,M,3 male honorifics,0,3,0
P50cbc6ec5e,Souheil KALLEL,M,3 male honorifics,0,3,1
P66a7442b8d,Stéphane MAQUAIRE,M,2 male honorifics,0,2,0
Pf54cd7ccd9,Svlvain FAURE,M,1 male honorific,0,1,0
P6bb378fe90,Sélim FEKIH,M,3 male honorifics,0,3,0
P300c175f22,TAREK HAMILA (Y.K.H HOLDING),M,4 male honorifics,0,4,0
Pf4f4063cbf,Tahar BAYAH,M,2 male honorifics,0,2,0
P8a01a3c75c,Tahar BAYAHI,M,5 male honorifics,0,5,0
P815d4aea1d,Tahar BAYAHI (Président du Conseil),M,2 male honorifics,0,2,0
Pb7a7c12e19,Tahar BOURICHA,M,3 male honorifics,0,3,0
Pf43ede65fb,Tahar EL MATERI,M,2 male honorifics,0,2,0
P0ac998ad4e,Taher Bayahi,M,3 male honorifics,0,3,0
P0ccc4ea9f8,Taieb BAYAHI,M,18 male honorifics,0,18,0
P52d4f6441a,Taieb BEN SALEM succède à Mohsen BOUZID,M,1 male honorific,0,1,0
Pbbee8b41da,Tajouri Fatnasi,M,6 male honorifics,0,6,0
Pa4df38cbc6,Talal EL BELLAJ***,M,1 male honorific,0,1,0
P023ffeaa31,Taoufik BACCAR,M,5 male honorifics,0,5,0
P793e6792b9,Taoufik BEN AYED,M,1 male honorific,0,1,0
Pa849bdc774,Taoufik LACHHEB,M,2 male honorifics,0,2,0
P2e2c71235c,Tarak HAMILA,M,3 male honorifics,0,3,0
P4965c75428,Tarek HAMILA,M,2 male honorifics,0,2,0
P946b99c842,Tarek KABIL,M,2 male honorifics,0,2,0
P5598b56a2b,Tarek KTHIRI,M,4 male honorifics,0,4,0
P9d71249565,Tawfik LACHAB,M,1 male honorific,0,1,0
Pa92e52e5d6,Taîssir Samadi ***,M,1 male honorific,0,1,0
P73b3c28e4c,Thameur KOUBAA,M,4 male honorifics,0,4,0
P0914fa8378,Victor Nadhim Ridha AGHA,M,1 male honorific,0,1,0
Pe51344cbb7,Victor Nazeem Ridha AGHA,M,1 male honorific,0,1,0
P952aefbdb7,Victor Nazzem Ridha AGHA,M,1 male honorific,0,1,0
Paace0c0e87,Victor NazzemRidha AGHA,M,1 male honorific,0,1,0
Pb0f0ce8450,Vincent DUCLOS,M,1 male honorific,0,1,0
P870bb85dab,Wadie HELLARA: Médecin,M,1 male honorific,0,1,0
Pcd64627118,Wajdi KOUBAA,M,1 male honorific,0,1,0
P8f6b99aa92,Wald LOUKIL,M,2 male honorifics,0,2,0
Pa8ddbc5b4c,Walid BEN RHOUMA,M,3 male honorifics,0,3,0
Pa7b3420756,Walid Gahbiche (c),M,2 male honorifics,0,2,0
P76a97deb63,Walid KALBOUSSI,M,2 male honorifics,0,2,1
Pbb6118ec08,Walid LOUKIL,M,1 male honorific,0,1,0
P1b62af7c78,Walid LOUKIL Lui-Même Membre 2008-2011* Tunis,M,1 male honorific,0,1,0
Pcee046905b,Walid SAMHOURI,M,2 male honorifics,0,2,0
P4aad593df8,Walid ZAHEG,M,10 male honorifics,0,10,0
P8752f90acb,Wassim BEN YEDDER,M,4 male honorifics,0,4,0
P7438ad3018,Yahia BAYAHI,M,14 male honorifics,0,14,2
P5902bec3ea,Yassine ABID,M,1 male honorific,0,1,0
P28b4f44c45,Younès FERCHIOU,M,3 male honorifics,0,3,0
P12dc85f439,Youssef BEN GHORBEL,M,2 male honorifics,0,2,0
P255a305ac9,Youssef BEN ROMDHANE,M,3 male honorifics,0,3,0
Pe949863034,Youssef IDANI *',M,4 male honorifics,0,4,0
Pbab28f09bd,Youssef IDANI Directeur Central de l’Organisation et de l’Informatique,M,1 male honorific,0,1,0
P38968052be,Youssef MZOUGHI,M,1 male honorific,0,1,0
P797ec6c0c4,Youssef RAZI succède à Faïssal CHAHROUR,M,1 male honorific,0,1,0
P54256eb680,Yu-Yi FANG,M,1 male honorific,0,1,1
P8deebb5ef4,Yvan de la Porte du THEIL*,M,4 male honorifics,0,4,0
P075374eea8,Zied BoUcHaMaoUi,M,1 male honorific,0,1,0
Pa48d42b45d,Zied ELLOUMI,M,4 male honorifics,0,4,0
P7377a83600,Zied FATNASSI,M,1 male honorific,0,1,2
Pa951d9a537,Zoubeir CHAIEB,M,6 male honorifics,0,6,0
Pc98a2d6b52,"Zouheir BESBES**""",M,4 male honorifics,0,4,0
P4bde13f213,Zouheir HASSEN,M,10 male honorifics,0,10,1
Pc915403dd6,Zouheir KHARRAT,M,3 male honorifics,0,3,0
P227505f203,Zouheir TAMBOURA Directeur Général Adjoint Depuis 2000 Tunis,M,1 male honorific,0,1,0
P00696e8301,Zouheir TANBOURA,M,3 male honorifics,0,3,0
Pdbaaecf35a,Zouheir TANBOURA Directeur Général Adjoint Depuis 2000 Tunis,M,8 male honorifics,0,8,0
Paad546d813,a r ia n o JU D E Z,M,1 male honorific,0,1,0
Pac87b630f1,abderrahman Mohamed aKKaRi,M,1 male honorific,0,1,0
P59a1ee2ff9,e Stéphane MOUY,M,2 male honorifics,0,2,1
P252196ea25,ismail Ben sassi,M,1 male honorific,0,1,0
P09815ed7d6,kamel BEN MILED,M,1 male honorific,0,1,0
P160ab3291c,khaled HATTAB Membre Attijari bank 2022-2024 Tunis • Responsable Gestion globale des,M,1 male honorific,0,1,0
Pdc4a1ca34c,o h a e d G h a z i B A A Z IZ,M,2 male honorifics,0,2,0
Pa9209d571a,slah Kooli,M,1 male honorific,0,1,0
P926024e163,sofiene BOURAOUI,M,1 male honorific,0,1,0
P490e0695ab,tarek BoUcHaMaoUi,M,1 male honorific,0,1,0
P8efdec9961,§lim Kallel,M,1 male honorific,0,1,0
P1a221340ca,!. Présentation la,unknown,no honorific printed,0,0,1
P599709000c,"(- 44,3 MTND)",unknown,no honorific printed,0,0,1
P44e390b838,(..) Coopté por le Conseil d'Administration réuni le,unknown,no honorific printed,0,0,1
P9c58ec7721,(Article 17 des statuts),unknown,no honorific printed,0,0,6
Pad6132507d,(Brut jetons de,unknown,no honorific printed,0,0,2
P6853f0e17b,(Conseild’Administrationdu06mai2021),unknown,no honorific printed,0,0,1
P5892e510b7,(Créé lors du CA du 02 octobre 2018),unknown,no honorific printed,0,0,1
Pa7d788531e,(Extraits des articles 19 et 20 du statut de SOTETEL),unknown,no honorific printed,0,0,2
P983bbcd0c7,(Extraits des articles 19 et 20 du statut de la SOTETEL),unknown,no honorific printed,0,0,1
P208c9fef6c,(Pour les 6.29 %),unknown,no honorific printed,0,0,1
P9693b8f71f,(Société Générale de Révision,unknown,no honorific printed,0,0,1
Pa37087bac8,"(TMM+2,35%) au choix du souscripteur",unknown,no honorific printed,0,0,1
P71621e572c,"(TMM+2,35%) brut l’an au choix du souscripteur",unknown,no honorific printed,0,0,1
P080455d6ac,"(TMM+3,50%) brut l’an au choix du souscripteur",unknown,no honorific printed,0,0,1
P8004cf260c,(créé lors du CA du 12 décembre 2006),unknown,no honorific printed,0,0,1
P55e8dd3f24,"(et du reporting ESG), au titre de l’exercice 2021",unknown,no honorific printed,0,0,1
P58c5487d5d,(représentée par,unknown,no honorific printed,0,0,3
P03c916f321,(représentée par Nizar,unknown,no honorific printed,0,0,2
P08f6a8308d,(unité : en Milliers de Dinars),unknown,no honorific printed,0,0,1
P048c77b4f0,+Report à nouveau antérieur,unknown,no honorific printed,0,0,1
Pf9349c8f8a,+Réserves pour réinvestissement exonéré {distribuables en,unknown,no honorific printed,0,0,1
P5f8d6a03a2,/e Comité de Nomination,unknown,no honorific printed,0,0,1
P6cda03c9a9,"1.1,1 / (1.1.2) Membres",unknown,no honorific printed,0,0,1
Pd4edfafa59,1.2. SOTETEL EN BREF,unknown,no honorific printed,0,0,1
P887a751b25,10 janvier 2023,unknown,no honorific printed,0,0,1
P41c33398fc,"14,98%, Les émissions de la",unknown,no honorific printed,0,0,1
P19ee4d8de5,"192,601 MD en 2017 l+36,9",unknown,no honorific printed,0,0,1
P25f8d924a2,1e Exposé sur l’activité de la Compagnie et des résultats,unknown,no honorific printed,0,0,1
P5c64fb9d84,1・2AttestationdcsresponsablesdelanoledlePeration：,unknown,no honorific printed,0,0,1
P5bad1a1e81,1．3Altest諦如細面競灘かeenboursecharged．l・。Pe．。ti。n：,unknown,no honorific printed,0,0,1
Pa7442ca016,2-1-2 Renseignements relatifs à l'opération,unknown,no honorific printed,0,0,1
Pd23b2f7856,2.1.2- Renseignements relatifs à l’opération,unknown,no honorific printed,0,0,3
P2c570cf946,2003-2005 Tunis,unknown,no honorific printed,0,0,1
P479135d96c,2011-06 du 20 mai 2011 relative au Renforcement des règles de,unknown,no honorific printed,0,0,1
P0aeedf69e0,246 625 DT,unknown,no honorific printed,0,0,1
P2af42e79da,2e104/20Le,unknown,no honorific printed,0,0,1
Pddc323629f,3.4 Comités spéciaux,unknown,no honorific printed,0,0,1
P9c2c39bacf,3.b. Membres du Comité Exécutif,unknown,no honorific printed,0,0,1
P9ec82b99b7,3.c. Membres du Comité de Direction,unknown,no honorific printed,0,0,1
P718556602c,4 MD,unknown,no honorific printed,0,0,1
P412b791069,4)Comités spéciaux et rôle de chaque comité,unknown,no honorific printed,0,0,5
P29d433dab4,4.2Principales délégations en cours de validité accordées par,unknown,no honorific printed,0,0,1
P821e73a6e7,5.4.1Rémunération direction,unknown,no honorific printed,0,0,1
Paaee18691f,6- AFFECTATION DES RESULTATS,unknown,no honorific printed,0,0,1
P9cfbe1ba37,6- Les participations des administrateurs dans d'autres sociétés,unknown,no honorific printed,0,0,1
Pdaca0423c6,6.2.1 AIIX,unknown,no honorific printed,0,0,1
Pacd9e2f1f7,6.2.2- Prêts,unknown,no honorific printed,0,0,1
P6b5b5332ee,6.3. ContrôIe,unknown,no honorific printed,0,0,1
P35822a4e0e,"9, Place Ibn Hafs, Mutuelle ville 1002",unknown,no honorific printed,0,0,1
P599eff05df,"9, Place Ibn Hafs, Mutuelle ville 1002 Tunis",unknown,no honorific printed,0,0,1
Pd153853040,A démissionné de son mandat d’Administrateur le 07/10/2021,unknown,no honorific printed,0,0,1
Pb6adbef303,A- Le Comité Permanent d'Audit Interne,unknown,no honorific printed,0,0,2
P406c6e7d32,A- Le Comité des Risques,unknown,no honorific printed,0,0,1
Pa72a90d82f,A- Le Conseil d'Administration,unknown,no honorific printed,0,0,2
P3c84d19e76,A. Comité permanant,unknown,no honorific printed,0,0,1
P4460b6673a,AGO statuant,unknown,no honorific printed,0,0,1
Pf105654b33,AGO statuant sur,unknown,no honorific printed,0,0,1
P735b7c78c2,AGROSERVICES- AMI,unknown,no honorific printed,0,0,2
P5a690ddc71,AGROSERVICES- AMI ASSURANCES -ATL -ATL LLD,unknown,no honorific printed,0,0,1
P4ecdad6c93,AIlmedABDELKEFI FctIliMESTIRI,unknown,no honorific printed,0,0,1
P1a0574255d,ALI LAHIOUEL,unknown,no honorific printed,0,0,1
Pb72e680868,ALI RAFRAFI,unknown,no honorific printed,0,0,2
P416ce8d2dd,AMEN BANK,unknown,no honorific printed,0,0,5
Pe6d6a1fd37,AMellatif JERIIEM,unknown,no honorific printed,0,0,1
Pf0bd4c7ba4,ASSURANCES -ATL -ATL LLD,unknown,no honorific printed,0,0,2
P0c5a2ba385,ASSURANCES COMAR,unknown,no honorific printed,0,0,2
P776a273753,ASTREE Assurances représentée par Hassen JAZIRI,unknown,no honorific printed,0,0,1
P11b24bf89c,ATI SICAF Membre Ahmed Kallel 2009‐2011 Tunis,unknown,no honorific printed,0,0,1
P4f6c2a2e24,ATI SICAF Membre Othman ZAHEG 2006-2008 Tunis,unknown,no honorific printed,0,0,1
P2b9335668c,ATI SICAF Membre Othman ZAHEG 2009-2011 Tunis,unknown,no honorific printed,0,0,3
P3cb446a38d,ATI-SICAF Adel BEN YOUSSEF Administrateur représentant ATB,unknown,no honorific printed,0,0,3
P0377d895a1,ATI-SICAF Othman ZAHEG Président Directeur Général,unknown,no honorific printed,0,0,4
P977b28a200,ATID SICAF,unknown,no honorific printed,0,0,1
P674264066c,ATI‐SICAF Ahmed Kallel Administrateur représentant ATB,unknown,no honorific printed,0,0,1
P66ccad14fc,AU 31/12/2016,unknown,no honorific printed,0,0,1
P079256c4cc,AU 31/12/2017,unknown,no honorific printed,0,0,1
P99c6314442,AUTOROUTES -TUNISIE,unknown,no honorific printed,0,0,2
P6db576f32a,AYMEN BEN AYED,unknown,no honorific printed,0,0,1
P1def4a166f,Ab-corporation,unknown,no honorific printed,0,0,1
Pcfa144ed63,Abdeikader HAMROUNI,unknown,no honorific printed,0,0,1
P9782eaf9e8,Abdelaziz Mahfoudh,unknown,conflicting honorifics,1,1,0
Pcf5d21aef9,Abdelaziz YAACOUBI*,unknown,no honorific printed,0,0,1
P0a81224b1f,Abdelaziz YAAQOUBI*,unknown,no honorific printed,0,0,1
P9fe16d6fbb,Abdelhamid TRIKI,unknown,no honorific printed,0,0,2
P8d685a16df,Abdelkader AMMAR,unknown,no honorific printed,0,0,2
P0ce898564a,Abdelkader BOUDRIGUA,unknown,no honorific printed,0,0,1
P7eab605bd5,Abdelkader DRIDI,unknown,no honorific printed,0,0,1
Pe325a23a5e,Abdellaziz YAAQOUBI*,unknown,no honorific printed,0,0,1
Pe184519644,Abdelwaheb NACHI*,unknown,no honorific printed,0,0,1
P4770172111,Abdelwahed GOUIDER*** Membre mandaté par lʹATB Lui même 2010‐2011 Tunis,unknown,no honorific printed,0,0,1
P42d91948fd,Abdesselem BEN AYED,unknown,no honorific printed,0,0,1
Peeca69ed6f,Achref Kharrat,unknown,no honorific printed,0,0,1
P4339e13f48,Activité de la bourse en 2015,unknown,no honorific printed,0,0,1
P140e864094,Adel Belfekih,unknown,no honorific printed,0,0,1
Pc1d5f2a73e,Admin. independant,unknown,no honorific printed,0,0,1
Pfb0f2753e3,Admin.representant les petits actionnaires,unknown,no honorific printed,0,0,1
P7e8ee03d72,"Administratrice chez KROMBERG & SCHUBERT, Allemagne",unknown,no honorific printed,0,0,1
P83d8d68578,Affectation des résultats de l'exercice 2005,unknown,no honorific printed,0,0,1
P0ba243dc13,Affectation du résultat de l'exercice 2004,unknown,no honorific printed,0,0,1
P03f2dfdc8d,Agence et Engagements et a réussi leurs,unknown,no honorific printed,0,0,1
P0ade8b6eaa,Agios réservés,unknown,no honorific printed,0,0,1
P3284e2caeb,Agricoles - CTAMA*,unknown,no honorific printed,0,0,1
P87d3b615d2,Ag»SRRA}MAN,unknown,no honorific printed,0,0,1
P0eb8b81904,Ahmed BEN MOULAHEM,unknown,no honorific printed,0,0,1
P4b0b4d0bec,Ahmed CHABCHOUB Président du Conseil AGO statuant sur les,unknown,no honorific printed,0,0,1
P3d9f5c3023,Ahmed HENTATI,unknown,no honorific printed,0,0,3
Pbec31a25e3,Ahmed KAMMOUN,unknown,no honorific printed,0,0,1
Pd1bdc83798,Ahmed RAHHOU,unknown,no honorific printed,0,0,3
P5964f937d1,AhmedABDELKEFI FQ埋草ESTIRl,unknown,no honorific printed,0,0,1
P882bcc37ba,Al Baraka Bank,unknown,no honorific printed,0,0,6
Pf9edaa33ea,Aline BELLIER-JEAN,unknown,no honorific printed,0,0,2
P70846c5059,Amel AJROUDI,unknown,no honorific printed,0,0,2
P7e535bc571,Amel BEN RAHAL***,unknown,no honorific printed,0,0,3
Pb3a8353f61,Ancien Président du Conseil de BTK LEASING,unknown,no honorific printed,0,0,1
Pd048123e64,Andrew Reynolds et de Vincent Serain viennent à échéance lors de cette Assemblée Générale,unknown,no honorific printed,0,0,1
P289aefa7fa,Anis Somai,unknown,no honorific printed,0,0,1
P3f23bbbe71,Annee 2024,unknown,no honorific printed,0,0,1
P4948879bfb,Arab Tunisian Bank - *,unknown,no honorific printed,0,0,1
P6d1b8b27ce,Arab Tunisian Bank Abdelwehad GOUIDER Directeur à l'ATB,unknown,no honorific printed,0,0,1
P758bafaca4,Arab Tunisian Bank Jamel JENANA,unknown,no honorific printed,0,0,4
P97c9d24c51,Arab Tunisian Bank Jamel JENANA Chargé de la direction générale du contrôle financier au sein de l’ATB,unknown,no honorific printed,0,0,1
P7340f02676,Arab Tunisian Bank Membre Jamel JENANA 2006-2008 Tunis,unknown,no honorific printed,0,0,1
P414edde51b,Arab Tunisian Bank Membre Jamel JENANA 2009‐2011 Tunis,unknown,no honorific printed,0,0,4
Pef708cfdbd,ArabTunisian Bank Jamel JENANA,unknown,no honorific printed,0,0,1
P397b55d84b,Article 32 : Règlement des assemblées générales,unknown,no honorific printed,0,0,1
P5469acdc85,Assurance COMAR,unknown,no honorific printed,0,0,3
Pb0b2d5fcaf,Assurance SALIM,unknown,no honorific printed,0,0,1
Pbea2e4734a,Assurances Maghrebia,unknown,no honorific printed,0,0,1
Pefaf0746f1,Assurances SALIM,unknown,no honorific printed,0,0,6
P55421372f6,Assure sous sa responsabilite la direction de la Societe,unknown,no honorific printed,0,0,1
Pe5dd9b565c,Assurer le suivi et la supervision des activités de contrôle interne,unknown,no honorific printed,0,0,1
P4824032d63,Attijari Leasing,unknown,no honorific printed,0,0,1
P10a727f029,Attijari bank,unknown,no honorific printed,0,0,4
P32723448d0,Au 31 décembre 2006,unknown,no honorific printed,0,0,1
Pb97305cde0,Au 31.12.2013,unknown,no honorific printed,0,0,1
Pdb8d53cfb7,Au cortrs de la période,unknown,no honorific printed,0,0,1
P29ce966953,Au cours de l’exercice 2013,unknown,no honorific printed,0,0,1
Pd3b46f237a,Au terme de l'exercice,unknown,no honorific printed,0,0,1
Pac4460ad8e,Au terme de l'exercice 2010,unknown,no honorific printed,0,0,2
P69352989e8,"Au terme de l'exercice 2011, les",unknown,no honorific printed,0,0,1
P761e99cece,Au31 laSTiPdétenaitencore32S4Sdesestitresfigurantauniveaudesétats,unknown,no honorific printed,0,0,1
Pbdb9e7c8ca,Aucune ne,unknown,no honorific printed,0,0,1
P1b09d03e86,Audit Consulting Management ACM,unknown,no honorific printed,0,0,1
Pd9d4709970,Aziz MBAREK,unknown,no honorific printed,0,0,1
P83eb3fa56e,B 1AzITAL soclt\L,unknown,no honorific printed,0,0,1
Pa18dd8293f,B Attestation des,unknown,no honorific printed,0,0,1
P1438839756,B- But,unknown,no honorific printed,0,0,1
P459fbaed04,B- But de l'émission,unknown,no honorific printed,0,0,2
Pf5442ba1e0,B.Z. KPMG TUNISIE 2009-2011,unknown,no honorific printed,0,0,1
Pdb6a700da2,BANK.) et suite à l’opération,unknown,no honorific printed,0,0,1
P20c33ec405,BANQUE ISLAMIQUE DE DEVELOPPEMENT,unknown,no honorific printed,0,0,1
P534fa94e06,BDDI Participation représentée par G. LAURIA,unknown,no honorific printed,0,0,1
P667091dfe6,BDET BELKAID idem,unknown,no honorific printed,0,0,1
Pc55129bc95,BEI*I Taoufik,unknown,no honorific printed,0,0,1
P58afd6aa7b,BH ASSURANCE,unknown,no honorific printed,0,0,1
P7b603f4644,BH Bank,unknown,no honorific printed,0,0,1
P3e1913d13d,BH EQUITY,unknown,no honorific printed,0,0,1
Pc5b7d2bed0,BHM Promogro,unknown,no honorific printed,0,0,1
P7550a8100d,BIZERTE- SOCIETE D'ELEVAGE DE MONASTIR,unknown,no honorific printed,0,0,1
P3bb5c66faf,BNA CAPITAUX- CAP BANK,unknown,no honorific printed,0,0,2
P22737e1489,BNA CAPITAUX- CAP BANK -CDC DEVELOPPEMENT,unknown,no honorific printed,0,0,1
P2d87021fac,BNA- SIDCO- SIMAC SIVIA- SODEK -SODESIB,unknown,no honorific printed,0,0,1
P4d47b9c658,"BNP Paribas IRB Participations, représentée par Frédéric THORAL",unknown,no honorific printed,0,0,3
P38bca093ec,BNP Pañnbas,unknown,no honorific printed,0,0,1
Pff91fb6322,BTK BANK,unknown,no honorific printed,0,0,1
Pe76f49bbbf,BVMT a été réalisé par,unknown,no honorific printed,0,0,1
Pb433a6e548,"Bank, en considération des enjeux sociaux et",unknown,no honorific printed,0,0,1
P374da77a0b,Banque Nationale,unknown,no honorific printed,0,0,1
P7e3ecb9bfd,Banque Nationale Agricole,unknown,no honorific printed,0,0,3
P364f64c8d4,Banque Nationale Agricole Faouzi GUEBLI Directeur à la BNA,unknown,no honorific printed,0,0,5
Pd092e39ec6,Banque Nationale Agricole Membre Faouzi GUEBLI** 2009‐2011 Tunis,unknown,no honorific printed,0,0,1
Pb91c651d6c,Banque Nationale Agricole Membre Faouzi GUEBLI** 2010‐2011 Tunis,unknown,no honorific printed,0,0,1
Pcfc51651d9,Banque Nationale Agricole Membre Youssef IDANI 2006-2008 Tunis,unknown,no honorific printed,0,0,1
P827f9e4c11,Banque Nationale Agricole Membre Youssef IDANI 2009-2011 Tunis,unknown,no honorific printed,0,0,2
P7f94c3a03d,Banque Nationale Agricole Youssef IDANI Directeur Central de l’Organisation et de l’Informatique,unknown,no honorific printed,0,0,2
P5761c27b54,Banque de Détail,unknown,no honorific printed,0,0,1
P389073c92d,Banque de Tunisie,unknown,no honorific printed,0,0,3
P2e1f3963a8,Banque de l’Habitat,unknown,no honorific printed,0,0,6
Pda6d38dc2c,"Banque, membre aux conseils",unknown,no honorific printed,0,0,1
Pa087966872,"Banque, outre une vision internationale, leur",unknown,no honorific printed,0,0,1
P21b5136c4b,Ben JEMAA,unknown,no honorific printed,0,0,1
P4c687603c3,Ben JEMAA Ben JEMAA,unknown,no honorific printed,0,0,1
Pc3cdb2d75c,Ben JEMAA et Président Khaled Société d’Automobile et de Matériel,unknown,no honorific printed,0,0,1
P635ab5cba2,Ben JEMAA membre Ben JEMAA la Société d’Automobile et de,unknown,no honorific printed,0,0,1
Pe0617ac50e,Bernard MUSELET,unknown,no honorific printed,0,0,1
Pec302810ea,Bertrand Saraux,unknown,no honorific printed,0,0,1
Pc2349a404e,Boubker JAI,unknown,no honorific printed,0,0,4
Pde7332a132,"Bourse des Valeurs Mobilières N""gz/s4 du 29 avril lgg2",unknown,no honorific printed,0,0,1
P9ec81ba19d,Bureau Direct est restée,unknown,no honorific printed,0,0,1
Pa372526454,Béchir B.YEDDER,unknown,no honorific printed,0,0,4
Pd36b5d8bf6,Bénéfice 2014,unknown,no honorific printed,0,0,1
Pb2cd98b54f,C- Caractéristioues,unknown,no honorific printed,0,0,1
P0d5ee99143,C- Caractéristiques de,unknown,no honorific printed,0,0,1
P75c245abfe,C- Caractéristiques de I'emprunt,unknown,no honorific printed,0,0,1
P8f3ba8e3ad,CDC DEVELOPPEMENT -CIOK,unknown,no honorific printed,0,0,2
P3a9103466a,CF.A,unknown,no honorific printed,0,0,1
Pb73859f871,CHAPITRE 7,unknown,no honorific printed,0,0,1
P8fe406b09e,CHOUCHENE en,unknown,no honorific printed,0,0,1
P4c43035534,CIF-SICAF,unknown,no honorific printed,0,0,1
Pabeffb4bd7,CIOK CITECH bouzid -COTUNACE -CTA -CTAMA,unknown,no honorific printed,0,0,1
Pb1a8a94aa8,CITECH bouzid,unknown,no honorific printed,0,0,2
Pdd54f24915,COMETE IMMOBILIERE Radhi MEDDEB,unknown,no honorific printed,0,0,2
P7ef55a3944,COMPETITIVITE DE BIZERTE,unknown,no honorific printed,0,0,2
P701c968636,CONTROLE INTERNE,unknown,no honorific printed,0,0,1
Pc94d9a252e,COTUNACE -CTA -CTAMA -EL,unknown,no honorific printed,0,0,2
P08e6762afa,CTAMA et l’EX MGA aux sociétés,unknown,no honorific printed,0,0,2
P9c61812e43,CTAMA. G.A,unknown,no honorific printed,0,0,1
Pf357ea8218,Cabinet Associés MTBF,unknown,no honorific printed,0,0,2
Pf7e6f0ea20,Cabinet C F A,unknown,no honorific printed,0,0,1
P86a36777fd,Cabinet Consulting Members Group,unknown,no honorific printed,0,0,1
Pe0efa00dd7,Cabinet FINOR,unknown,no honorific printed,0,0,1
P3ee1631b92,"Cabinet Hayet LABIDI sarl, société",unknown,no honorific printed,0,0,1
P8f44d46431,Cabinet Mahmoud ZAHAF,unknown,no honorific printed,0,0,1
