spell_id,obs_date,obs_kind,obs_event_id,evidence_quote
SP_05414f6648b34cfe1f17,2009-02-21,onset,EV_032a2d383b3009be7a94,- La nomination de Mr. Mohamed Zaâbi en tant que P.D.G pour un mandat de trois ans 2009-2010-2011.
SP_bef57f0abb907be4c916,2009-02-21,onset,EV_d9a8a3575d37c98e33b1,"Il a été déposé au greffe du tribunal de 1ère instance de Tunis bureau unique en date du 08/07/2009, sous le n° D2415392009 deux exemplaires des statuts et deux exemplaires de la liste des souscripteu"
SP_ff5078d27a19dfaa20ad,2009-02-21,onset,EV_ce2f621fc5621d29aece,"Il a été déposé au greffe du tribunal de 1ère instance de Tunis bureau unique en date du 08/07/2009, sous le n° D2415392009 deux exemplaires des statuts et deux exemplaires de la liste des souscripteu"
SP_98795d15750bb3b01283,2009-02-21,onset,EV_83ebc58a96d7b939b1f3,"Il a été déposé au greffe du tribunal de 1ère instance de Tunis bureau unique en date du 08/07/2009, sous le n° D2415392009 deux exemplaires des statuts et deux exemplaires de la liste des souscripteu"
SP_6898f62abc978cff17e5,2009-06-17,onset,EV_c2ce70d324085a66ced6,Gérance : Madame Rim MAHJOUB est nommé gérant et Mr Riadh FEHRI le cogérant de la société.
SP_ad762537ddd2fc577f6b,2009-06-16,onset,EV_355343e785313fca7b4d,Gérance : Madame Rim MAHJOUB est nommée gérante et Mr Riadh FEHRI le cogérant de la société.
SP_fcf51c532aeeb559c478,2009-05-21,onset,EV_0fe61651aad4087255ca,Gérance : Monsieur Mohamed Ben Abdessalem ZOUARI est nommé gérant de la société avec les pouvoirs les plus étendus.
SP_a07ed702fc8ac347b619,2009-07-08,onset,EV_29c2a6d4866d77b97b44,Gérance : M. Mondher TORKHANI est nommé Gérant muni de tous les pouvoirs pour une durée d'une année renouvelable.
SP_7455109d0dbf845d2345,2009-02-02,renewal,EV_5382793180627df8e89c,"- Le renouvellement du mandat des administrateurs Mme Faouzia Slama, Mr Ali Slama, Mr chihebeddine slama et la société GIAS pour les exercices 2008,2009 et 2010."
SP_de80155c35f650d00e73,2008-12-22,renewal,EV_09c5257cddc7ba043aed,- renouvellement du mandat du gérant Mr Ali BAABOURA pour une année renouvelable.
SP_de80155c35f650d00e73,2009-10-28,renewal,EV_2541c352317c38cbf44f,- renouvellement du mandat du gérant Mr Ali BAABOURA pour une année renouvelable.
SP_de80155c35f650d00e73,2010-11-20,renewal,EV_8992666111bcb74fee78,"- renouvellement du mandat du gérant Mr Ali BAABOURA pour une année renouvelable,"
SP_14bed3f904b7ff911362,2009-06-22,onset,EV_b3bc9d63582b986e8f62,Directeur Général: Monsieur Amine Ben Ayed de nationalité Tunisienne
SP_9c10c4fcb8151b75998a,2009-03-13,onset,EV_7e9561acb16b3932a587,- La nomination de Monsieur Mohamed Seifeddine Chabane nouveau gérant pour la société avec tous les pouvoirs en remplacement de Mr. Lassaad Chabane.
SP_ec66786e6fb15189fac3,2009-05-27,onset,EV_11809f4acc2d141f2bac,il a été décidé de désigner Mr Mohamed Boucetta Président Directeur Général de la société et Mr Bilel Ben Tahar Directeur Général Adjoint.
SP_adfb50a9ff370ebe09e3,2009-07-03,onset,EV_bb1ca004ee1611fc416f,Gérance: Monsieur Lotfi Sellami est nommé gérant pour toute la durée de la société avec les pouvoirs les plus étendus.
SP_ffeb28b22b265ad36d6e,2009-07-01,onset,EV_2ad9aabb96513b146f66,Gérant : Monsieur Kais Zouari est nommé gérant de la société pour toute sa durée avec tous les pouvoirs énoncés aux statuts les plus étendus.
SP_23db537287844624c131,2009-01-14,onset,EV_6c2b6779d859225c1d49,"- Ratifier la nomination de Mr Abelhamid Bouricha, coopté par le Conseil d'administration du 12 janvier 2009, en qualité d'administrateur pour un mandat d'une durée de trois années expirant avec l'Ass"
SP_74daad4254fc60b99cae,2009-07-13,onset,EV_f9ef0cea701343238ae3,La nomination de Monsieur Mohamed Ben Abdelkader Younes Président Directeur Général de la société avec les pouvoirs les plus étendus.
SP_ca6ac0fc39a2577e52a2,2009-07-01,terminus,EV_9bcd8304e71cd5ac0840,- Acceptation de la démission de la gérante Mme Monia Ammar
SP_881db13702f809cf4523,2009-07-03,onset,EV_f18c8384dca80cbeb666,"Mr Taoufik BOUROUIS, représentant légal de la société « SICAR AMEN BANK »."
SP_26ef5b51c7bd4f409bab,2009-07-09,onset,EV_cc9adcb267db4daa25d7,Gérance : Monsieur Mohamed Habib Chtioui est nommé gérant de la société pour toute sa durée avec les pouvoirs les plus étendus.
SP_26169d1d5007b3b98b57,2008-06-02,onset,EV_d05c429600285a26a4bd,"- Nomination de trois nouveaux administrateurs Société Gulf Capital International Holding, Société GAPCORP FNI FZLLC et M Mohamed Riahi, pour trois exercices 2008, 2009 et 2010."
SP_aaf73764babba766490d,2009-05-04,onset,EV_98d53cdcd14f9718df24,- La nomination de Monsieur Ali SLAMA en qualité de Président du Conseil d'Administration de la Société SLAMA FRUITS ET LEGUMES S.A et ce pour la durée de son mandat d'administrateur.
SP_3d00748d0997a4159c1f,2009-05-04,onset,EV_e5ba864802758f7af131,"- La nomination de Monsieur Chihebeddine Slama en qualité de Directeur Général de la Société Slama FRUITS ET LEGUMES S.A, et ce, pour la durée de son mandat d'administrateur."
SP_ac4e0c15bf79933de533,2009-06-25,onset,EV_364042b3ea222f8aea3c,"Gérance : Mr Mohamed Trabelsi, CIN n° 00103825 est nommé gérant statutaire de la société pour toute sa durée avec les pouvoirs les plus étendus."
SP_873be3420a8021d33594,2009-07-17,onset,EV_1e83d34b4641305dddfb,"Le Gérant : Monsieur Sassi Mohamed Fradj est nommé gérant, Monsieur SASSI Youssef est nommé cogérant de la société pour toute sa durée avec tous les pouvoirs énoncés au statut les plus étendus."
SP_f9738900a2b48fa403c2,2009-06-16,onset,EV_3fa0cb7f517f80a87647,"3- Suivant le rapport du conseil d'administration du 16/06/2009, enregistré à la Recette de l'Enregistrement des actes de Sociétés 1er bureau Tunis le 25/06/2009, sous le n° 9806543/8234 et déposé au "
SP_f9738900a2b48fa403c2,2012-08-02,confirmation,EV_609d304e4cc3184af4dc,2- Suivant le rapport du conseil d'administration du 23-6-2012 enregistré à la recette de l'enregistrement des actes de la sociétés Tunis le 24-7-2012 sous le n°12806811/8246 et déposé au registre de 
SP_1072c55dcc20d06bb684,2009-06-29,onset,EV_80977c93b189ef91d292,"Suivant procès-verbal du conseil d'administration du 29 juin 2009, enregistré à la recette des finances de Mégrine le 6/7/2009 sous le numéro 09702381, quittance n° M035811, dont deux copies ont été d"
SP_4bb9fc4797d416d37899,2009-06-29,onset,EV_5500a541657bf5d2cf81,"Suivant procès-verbal du conseil d'administration du 29 juin 2009, enregistré à la recette des finances de Mégrine le 6/7/2009 sous le numéro 09702381, quittance n° M035811, dont deux copies ont été d"
SP_978d9241ac55b9c44dc5,2009-06-24,onset,EV_b3d632ee51dee8afd13e,Il a été décidé le renouvellement de la nomination de Monsieur Mohamed Sofiene Mabrouk en qualité de Président-Directeur Général de la société avec les pouvoirs les plus étendus et ce pendant la durée
SP_69e73110c67cb4914acd,2009-03-30,onset,EV_94ea3f5401484f96d509,4/ La nomination de Mr Mourad Zouari Cogérant.
SP_21c21f954217b3c65456,2009-06-05,onset,EV_d49ea95ecfd546b38452,Madame MEZNI Jalila est désignée Présidente Directrice Générale de la Société Anonyme AZUR.
SP_1395bd5d6610fad8a423,2009-07-27,onset,EV_446ea72d555a3790aed4,Gérant associé unique : Mr Triki Ali.
SP_1395bd5d6610fad8a423,2010-01-05,confirmation,EV_0216c57b087f51d40fdb,enregistré à la recette de l'enregistrement des actes de sociétés à Sousse 30/12/2009 sous N° 09501804 Quitance 1952 dont 2 copies ont été déposées au greffe du tribunal de 1ère instance de Sousse (AP
SP_a332456b31923084b59c,2009-06-30,onset,EV_acccfced57685e52e3c0,"I - Nomination d'un directeur général, d'un président du conseil : Des termes du procès-verbal des délibérations du conseil d'administration tenu le 30 juin 2009, il résulte que M. Néjib Doghri a été "
SP_d05ca92d4dd55a5303ae,2009-06-30,onset,EV_8669a5e6dc86836a0ba4,"I - Nomination d'un directeur général, d'un président du conseil : Des termes du procès-verbal des délibérations du conseil d'administration tenu le 30 juin 2009, il résulte que M. Néjib Doghri a été "
SP_b0838294ade478f3aae4,2009-07-23,onset,EV_293fb31458922d711e9b,Gérance : Monsieur Zouhir BOUCHAALA est nommé gérant de la société pour toute sa durée avec tous les pouvoirs énoncés aux statuts les plus étendus.
SP_4af698fe82217507e99b,2009-07-21,onset,EV_e9636a481b1e9aab2734,"Gérance : Mme Dorra Kamoun est désigné Gérant de la société, investi de tous les pouvoirs."
SP_feb49eee6767c1465144,2009-07-29,terminus,EV_11fb7b61fe2d0a21e285,"Mr Naïm Gaaloul est nommé Gérant de la société et ce, au en remplacement de Mr Ahmed Gaaloul qui a démissionné."
SP_c57dffe436bce279b272,2009-07-29,terminus,EV_f5dbeaedb89bda4cd0a0,"Mr Naïm Gaaloul est nommé Gérant de la société et ce, au en remplacement de Mr Ahmed Gaaloul qui a démissionné."
SP_b0ca4fe70965dd8155cd,2009-07-20,onset,EV_d6baf2f0ef143fa70747,Gérance : Mme Raoudha CHAABOUNI épouse DRISS est nommée gérante de la société pour la durée de vingt ans renouvelables avec les pouvoirs les plus étendus.
SP_3bde401f9a72f5ec2cbf,2009-06-30,onset,EV_2ab807fcb647ad802a60,- La nomination de Monsieur Jamel AREM président directeur général de la société pour la période de trois ans et la fixation de ses pouvoirs.
SP_b4b487acfc5c29350cb7,2009-06-30,terminus,EV_ee1bb9bcd6fc1aac2e15,"- L'acceptation de démission de membres de conseil actuelle et la nomination des Messieurs Jamel AREM, Raouf NAGRA et la société JAEGER SAS, en tant que nouveaux membres de conseil d'administration po"
SP_eb03e410c4fca47102da,2008-01-07,onset,EV_464e4a8b6a809eac7ef8,Il a été décidé de renouveler la nomination de Mr Abdelhamid Zammel tant que Gérant de la société pour une période illimitée avec les pouvoirs les plus étendus.
SP_71cf88698eaad2d7ad04,2009-07-20,onset,EV_4e58fdd48b7541870edc,"- Mr Safi Mohamed Najib, représentant l'international Sicar,"
SP_4b3d5350423137350d0d,2009-05-22,onset,EV_16879f60aebbee81b530,Gérance : Mr Abderrazek Kilani Jrad a été nommé premier gérant de la société &amp; Mr Hazem Orfi a été nommé deuxième gérant de la société les deux pour une durée illimitée avec les pouvoirs les plus 
SP_ba6906aa6d2efc1ff4e8,2009-08-13,onset,EV_e3333806843810ceac61,"**Gérance** : Monsieur Sensey Stéphane est nommé gérant de la société, pour une période illimitée, avec les pouvoirs les plus étendus."
SP_7bb8fe740b4dc9e6000d,2008-04-17,onset,EV_660446877b3fcd4ea3f3,"Par ailleurs, suivant procès-verbal du Conseil d'Administration en date du 5 décembre 2007, enregistré à la recette de l'enregistrement des actes de sociétés 1er bureau Tunis le 16 Juin 2008, sous le "
SP_2b72819c0e306aeeedf9,2009-08-12,onset,EV_ae353665c6282b33f7b7,"En vertu du PV du premier conseil d'administration du 10 août 2009 enregistré à la recette de l'enregistrement des actes de sociétés, 1er bureau, Tunis, le 10 août 2009 sous le numéro 9507955, quittan"
SP_5a74d9a7931dd0a5e6f3,2009-02-23,onset,EV_f4bec4d7eb82d2b57863,"Gérance : Madame Rim MAHJOUB épouse Boujbal et Mr Riadh Fehri sont nommés co-gérants de la société, ils auront la signature conjointe."
SP_c698caaed59b6740593a,2009-06-23,renewal,EV_1664636e899fe2b96b1c,"*renouvellement du mandat par décision de l'AGO du 20/06/2007 et le même jour, le conseil d'administration a approuvé le renouvellement du mandat du Président conseil d'administration à Mr NEJI MHIRI."
SP_a69546f76c34a664328c,2009-06-23,onset,EV_89c6d18027c1c3125791,** Le Conseil d'administration du 03/01/2006 a nommé M. Mourad MHIRI en tant que vice Président du conseil d'Administration et Directeur Général de la société pour la durée de son mandat d'administrat
SP_6774f468848ee550ac24,2009-06-23,onset,EV_b08083a1952fd8d151e2,** Le Conseil d'administration du 03/01/2006 a nommé M. Mourad MHIRI en tant que vice Président du conseil d'Administration et Directeur Général de la société pour la durée de son mandat d'administrat
SP_9eb8af75478ae309286d,2009-07-03,onset,EV_956d857761032e60e4bc,"Du procès-verbal de l'assemblée générale constitutive en date du 3 juillet 2009, enregistré à la recette d'enregistrement des actes de sociétés, 1er bureau Tunis le 3 Août 2009, sous le n° 9507681, qu"
SP_5c18f5a09a1b2a842668,2009-07-03,onset,EV_7e5bdd8648902dfd9ea8,"Du procès-verbal de l'assemblée générale constitutive en date du 3 juillet 2009, enregistré à la recette d'enregistrement des actes de sociétés, 1er bureau Tunis le 3 Août 2009, sous le n° 9507681, qu"
SP_9a28530d7ff9044a3cc6,2009-07-03,onset,EV_222bed3a4c147edf156a,"Du procès-verbal de l'assemblée générale constitutive en date du 3 juillet 2009, enregistré à la recette d'enregistrement des actes de sociétés, 1er bureau Tunis le 3 Août 2009, sous le n° 9507681, qu"
SP_14c3f5e910556d8418d5,2009-07-03,onset,EV_551eaf54078f01a60a22,"Du procès-verbal de l'assemblée générale constitutive en date du 3 juillet 2009, enregistré à la recette d'enregistrement des actes de sociétés, 1er bureau Tunis le 3 Août 2009, sous le n° 9507681, qu"
SP_ecbd8529f959eecaa461,2009-07-03,onset,EV_6e798f4d2214a9a32fe3,"Du procès-verbal de l'assemblée générale constitutive en date du 3 juillet 2009, enregistré à la recette d'enregistrement des actes de sociétés, 1er bureau Tunis le 3 Août 2009, sous le n° 9507681, qu"
SP_5886f7e79762b74081d1,2009-07-03,onset,EV_58b658eb06cfde7bad66,"Du procès-verbal de la première réunion du Conseil d'Administration, en date du 3 Juillet 2009, enregistré à la recette d'enregistrement des actes de sociétés 1er bureau Tunis, le 3 Août 2009, sous le"
SP_afdaad326ca4d7826fe4,2009-07-13,onset,EV_d3aaf61d0c396f002f5c,Gérant : Mr. Moncef Ben Salem Ben Ali Meguidich.
SP_14d4f91367709942f53c,2009-07-11,onset,EV_7248fd22ecf538e86887,- Mr Kais Sellami et Mr Jalel Besbes sont nommés respectivement directeur général et directeur général adjoint pour une durée trois (3) années avec délégation des pouvoirs nécessaires.
SP_d83c4c3e37ca2b413dfc,2009-05-25,onset,EV_7cacb48ecca071e394f7,- Nomination de Mr Mohamed Sellami et Mr Kais Kharrat en qualité de cogérants pour un mandat de trois ans renouvelables.
SP_85fc66456fb00dd906c8,2009-05-02,onset,EV_3475d17a6cbf7823e94a,"Suivant procès-verbal du Conseil d'administration en date du 2 mai 2009, enregistré à la REAS, 1er Bureau Tunis le 5 mai 2009, quittance n° 5722, enregistrement n° 9804326, dont deux exemplaires ont é"
SP_8887439e8c419cd8bc74,2009-07-07,onset,EV_fe0d7f086e7be22ec900,"1- Désigner Mme Najet Chelbi épouse feu Mongi Rlahi, Mr. Skander Rlahi, Mr. Anis Riahi et Madame Jihène Riahi épouse Zaafrani en tant qu'administrateur de la société pour les exercices 2009, 2010 et 2"
SP_99cc8d02ac2c9cabc5c2,2009-08-20,onset,EV_b7c099013d2b9e3b441e,"- Administrateur : Une assemblée générale constitutive tenue le 21/8/2009 et dont PV a été enregistré à la recette de l'API sous le n° 9508237, quittance n° 10191 et a désigné les Membres du conseil d"
SP_99ad63d9bbafd51ea64a,2009-04-01,terminus,EV_c68380c568e6ca28f3e7,- démissions de Mr Moncef Ben Dhahbi et Mr Kamel Barima de leur poste d'administrateur
SP_e045c0a4548f4d4bf268,2009-08-10,onset,EV_b296e84b62b14e372c94,"2- Nomination du Mr Mahmoud Boujbel et Mr Wissem Boujbel comme gérant et cogérant de la société HADJ SLIMENE BOUJBEL &amp; CIE, à partir du 1er juillet 2009 pour une période de trois années, avec tous"
SP_7fd047d8387c11d93b02,2009-07-16,onset,EV_cfd0ba6baa01894d9231,Gérance: Monsieur Karim AYED est nommé gérant de la société pour toute sa durée avec tous les pouvoirs énoncés au statut les plus étendus.
SP_7adbab95dddae214f84a,2009-05-28,onset,EV_b4925c700a742f6612b7,Gérance : Mr Ismail Mabrouk est nommé Gérant avec les pleins pouvoirs.
SP_9e76f408c669541b4ff2,2009-08-20,onset,EV_70a4677639e9e2fc526b,Gérant : Monsieur Sami Ben Mongie Zouari a été nommé gérant de la société avec les pouvoirs les plus étendus.
SP_8deba03ea13954a22461,2009-03-10,onset,EV_eea8c62c8081bf599360,"Suivant Procès-verbal de l'Assemblée Générale Extraordinaire daté du 10/03/2009, et enregistré à la Recette des Finances Avenue de la Gare à Tunis le 14/04/2009, sous le n° 09801895, Quittance n° 1819"
SP_db4b421f66686bc7bdb6,2009-07-24,terminus,EV_d5f5146dd40b69e7e158,4- Nomination de Madame Ferdaous Zaguia en qualité de gérante de la société TECHNOCOM en remplacement du gérant démissionnaire Monsieur Sahbi Ouertani. Madame Ferdaous Zaguia exercera ses fonctions co
SP_4b27eb052b3bef218896,2009-08-17,onset,EV_f699d33ce9876ccc2f83,- Nomination d'une nouvelle gérance Mme Zitouna Née Driss Nadia.
SP_082ec6497a8c8c1451e9,2009-03-23,onset,EV_391434c4f54306cd1423,"- Nomination de Mr Montassar Ouaili et de la Société Nationale des Télécommunications de la Société Tunisienne de Banque, de la Banque de l'Habitat, du Pole El Ghazala des Technologies des Communicati"
SP_082ec6497a8c8c1451e9,2011-02-02,terminus,EV_4cfe24e52d5344583d52,"- la cooptation de Monsieur Raouf Chekir en tant que nouvel administrateur en remplacement de Monsieur Montassar Ouaili démissionnaire,"
SP_82a02e64d893dcdd9080,2009-03-23,onset,EV_fb7f60b051a33184d726,"- Mr. Montassar Ouaili en tant que président du conseil d'administration,"
SP_82a02e64d893dcdd9080,2011-02-02,terminus,EV_8f9db189a225f3a18a07,- la nomination de Monsieur Raouf Chekir Président du Conseil d'Administration en remplacement de Monsieur Montassar Ouaili démissionnaire.
SP_7f537d2bc9d02f3fc8c9,2009-03-23,onset,EV_f4506560c70f7edeb4e4,- Mr. Fouad M'zoughi au titre de directeur général.
SP_e231e938e42cdd9921ca,2009-08-26,onset,EV_3b9132b49d49ba2912f4,Gérance : Monsieur Hammami Barisa est nommé gérant de la société.
SP_b9f5b2248e136407b4c4,2009-08-07,onset,EV_a8be9f3941fbdafd634c,"Gérance : Mr Mohamed Khalil Boujmil, gérant de la société, avec les pouvoirs les plus étendus."
SP_a22d39a349e8040f6cc4,2009-08-03,onset,EV_44810a1add5595f89d2a,Gérances : Mr. Hakim Hammami et Mr. Mourad Ben Chaabene sont nommés cogérants de la société.
SP_41ccb1924b9cacc76b5b,2002-04-17,onset,EV_059b00104777fc657fda,"Nomination d'un COMmissaire aux comptes : La société SOACC représentée par Monsieur Jalel Sellami pour les exercices 2001, 2002 et 2003."
SP_f38ae96c30dd25332a52,2009-06-21,onset,EV_edebcb848c497b5f8dba,- Nomination de Monsieur Mohamed Saidane gérant de la société.
SP_f38ae96c30dd25332a52,2009-08-21,confirmation,EV_6e1c23fe27a6df161671,Suivant PV Assemblée Générale Extraordinaire du 21/8/2009 enregistré à la recette des Finances EL MENZAH 9 le 25 août 2009 Volume 36257 Folio 09802249 dont 2 exemplaires ont été déposés au greffe du T
SP_a3279854da732c897f4b,2009-08-23,onset,EV_b88686c4efffd05c1f41,Gérance : Monsieur Trabelsi Mohamed Ali est nommé gérant de la société pour toute sa durée avec tous les pouvoirs énoncés au statut les plus étendus.
SP_ecf836090555941c6104,2009-07-24,onset,EV_e5d5bf0ddd97ddef67f8,Gérance : Mme Feirouz Lajnef a été nommée gérante de la société pour une période illimitée avec les pouvoirs les plus étendus.
SP_2c7afec2d1beb5d478da,2009-08-28,onset,EV_0db8e11e765846447720,Gérant : Mr BOUZAYENE Khémais avec les pouvoirs les plus étendus.
SP_2d35685e3dbd33d27b3f,2009-08-28,onset,EV_e9c5c5a840ec94cbda8a,Gérance : Mr Triki Abdelkader est nommé gérant de la société avec tous les pouvoirs les plus étendus.
SP_1a017a8db8c35b88abc3,2009-08-03,onset,EV_548d8351dad4f62f7d14,Gérance : Mr Lotfi Ayadi est nommée gérant de la société pour toute sa durée avec tous les pouvoirs énoncés au statut les plus étendus.
SP_d642d83c77a03eff4abc,2009-05-30,onset,EV_27ab29bef1ced5e641fc,"En vertu du procès-verbal de l'assemblée générale ordinaire, qui a eu lieu en date du 30 mai 2009, enregistré à la recette des finances sous le numéro 09803473, les actionnaires ont décidé la ratifica"
SP_54cf0d3040af9d43af44,2009-05-30,onset,EV_74f195f5a68a09c19fde,"En vertu du procès-verbal de l'assemblée générale ordinaire, qui a eu lieu en date du 30 mai 2009, enregistré à la recette des finances sous le numéro 09803473, les actionnaires ont décidé la ratifica"
SP_06e685d80b135112e77f,2009-06-30,onset,EV_dec3fe099b6d5032e3b6,- Nomination de Mr Karay Slim nouveau 1er gérant de la Société et Mr Khemekhem Mohamed reste 2ème gérant.
SP_a0c32a95c5fba6cddcd8,2009-04-16,onset,EV_d16e3c7e851fe919ba58,5- Nomination de Monsieur Mohamed Abdallah le seul gérant de la société avec les pouvoirs les plus étendus.
SP_f6c696c58f60c44c9582,2009-09-02,onset,EV_963ff054716d9116b676,Gérance : Monsieur Mohamed SAIDANE est nommé gérant de la société pour toute sa durée avec tous les pouvoirs énoncés au statut les plus étendus.
SP_afa928e1ee1d0c0ced56,2009-06-29,onset,EV_81daae2561568f520be3,Gérance : Mr Kamel Driss est nommé gérant de la société avec les pouvoirs les plus étendus.
SP_4c3219a318ea501aed5e,2009-08-28,onset,EV_f0cf37c731483910cbcc,Suivant l'acte de cession de parts en date du 28/8/2009 enregistré le 2/9/2009 sous le n° 005348 ainsi que du PV d'AGE en date du 2/9/2009 enregistré à la recette des finances de la rue de liberté dép
SP_c1555e68d021dd5610b9,2009-08-28,onset,EV_397c471f2745c53269c4,Suivant l'acte de cession de parts en date du 28/8/2009 enregistré le 2/9/2009 sous le n° 005348 ainsi que du PV d'AGE en date du 2/9/2009 enregistré à la recette des finances de la rue de liberté dép
SP_b74a9b120812a4be68ab,2009-09-10,onset,EV_d62992838c4c060b15ba,Gérance : Monsieur Yahia BAYAHI est nommé gérant de la société pour une durée de 3 ans avec tous les pouvoirs les plus étendus.
SP_98643e1e0c5e192dc6f6,2009-07-22,onset,EV_95c7ca0f24f6860924e2,Gérance : Mr Abdelhakim Ben Cheikh Ahmed est désignée comme gérant unique pour une durée illimitée.
SP_2c8f0acd04cb464ba81d,2009-08-27,renewal,EV_9f72309a6edf99187017,"- Renouvellement du mandat des administrateurs, Mr Ahmed Attia, Mme Anissa Mansour épouse Dimassi et Mme Nejha Ben Abdallah pour les exercices 2006, 2007 et 2008."
SP_2c8f0acd04cb464ba81d,2009-09-14,renewal,EV_6e865150b8c3f8a72684,"- Renouvellement du mandat des administrateurs Mr Ahmed Attia, Mme Anissa Mansour épouse Dimassi et Maître Nejha Ben Abdallah pour les exercices 2009, 2010 et 2011."
SP_1361d4090fd24aa38d4a,2009-08-27,renewal,EV_a826f25d9cc8770f0f2d,"- Renouvellement du mandat des administrateurs, Mr Ahmed Attia, Mme Anissa Mansour épouse Dimassi et Mme Nejha Ben Abdallah pour les exercices 2006, 2007 et 2008."
SP_1361d4090fd24aa38d4a,2009-09-14,renewal,EV_d6f6b91783395412a483,"- Renouvellement du mandat des administrateurs Mr Ahmed Attia, Mme Anissa Mansour épouse Dimassi et Maître Nejha Ben Abdallah pour les exercices 2009, 2010 et 2011."
SP_9bc0b3e477c1b6629d1a,2009-09-02,onset,EV_f42f262c06187e70732a,"Aux termes du procès verbal ci-dessus indiqué, Monsieur Fayçal Khrouf a été désigné en tant que Directeur Général de la société pour la durée de son mandat d'administrateur et ce en remplacement de Mo"
SP_81e986df4b60388e761b,2009-04-20,onset,EV_62c27742e490c1f43714,- La nomination de Mr. Tahar BAYAHI en qualité de Gérant en remplacement de Mr Mohamed Moncef Bel Haj M'barek.
SP_ad04777546ff0fd6cf3f,2009-09-01,onset,EV_3141a26635c81a7c7c39,- Monsieur Riadh Jaidane représentant permanent de la société ATD-SICAR
SP_ea901d536d4b22f46900,2009-08-20,onset,EV_acf40de2da945148643d,- Gérant : Mr Kheireddine Ben Abdelhamid Sellami avec les pouvoirs les plus étendus.
SP_c85340ba10ace0e50044,2009-09-08,onset,EV_8f8c982ce90e02efe52f,Gérance : Monsieur Abdeljalil Hammami est nommé gérant de la société pour toute sa durée avec tous les pouvoirs énoncés au statut les plus étendus.
SP_79b742989af1ab95ab42,2009-09-09,onset,EV_e56cef4b26c2c3daa29a,Gérance : Monsieur Habib Arem est nommé gérant de la société pour toute sa durée avec les pouvoirs les plus étendus.
SP_1fa560d01226f8dfb4d2,2009-08-25,onset,EV_59798753e2afdf4b4336,Gérance : Monsieur Nibouche Karim est nommé gérant de la société avec tous les pouvoirs énoncés aux statuts. 2009T05470SRUB1
SP_efa1fea9cafd2637d743,2009-09-15,onset,EV_38e1f94ddc50f274edb0,"Gérance : Mr Scarpetti Sandro est désigné gérant de la société pour une période de trois ans, avec les pouvoirs les plus étendus."
SP_e48f662c26c29a3192bf,2009-08-27,onset,EV_db86f901fe03007ae3a4,- La nomination de Monsieur Jamel Arem Président Directeur Général de la société pour une période de trois ans et fixation de ses pouvoirs.
SP_aa02080930845710f988,2009-08-27,onset,EV_d77638f1805fc147f5e5,- La nomination des Messieurs Mohamed Walid Arem et Mahdi Arem Directeurs Généraux Adjoints de la société pour une période de trois ans.
SP_915134c0fcf1f103b3f0,2009-09-16,onset,EV_512eee81ef31e35a93ad,Gérance : Monsieur Mohamed Ben Mohamed Mourad Trabelsi est nommé gérant de la société avec tous les pouvoirs énoncés au tatuts les plus étendus
SP_4c4085faa5c4c7036fc9,2009-06-30,terminus,EV_34fa735c82d1424a90c6,"* L'acceptation de la démission de Monsieur Mohamed Touil du poste de président directeur général de la société,"
SP_0991b0d86f0c3c22b3cc,2009-06-30,onset,EV_a3dd7aaa6864a67e63f8,"* La nomination de Monsieur Mohamed Touil en qualité de président du conseil d'administration de la société pour toute la durée de son mandat d'administrateur,"
SP_5d85b64581195c1f5cf4,2009-06-30,onset,EV_ce38bc936f3c6e57c31b,* La nomination de Monsieur Moncef Klibi en qualité de directeur général de la société pour une durée d'une année renouvelable par tacite reconduction avec les pouvoirs les plus étendus.
SP_f06c8d4917e64eda7b1b,2009-06-21,onset,EV_1e284160edbf82e4e1f4,"3) Renouvellement de mandat d'administrateur de Monsieur Hamed Karoui, Madame Zohra Driss et la nomination de Mesdames Badra Driss et Aïcha Jenayah en tant que nouveaux Administrateurs et ceci, pour u"
SP_f06c8d4917e64eda7b1b,2012-06-24,renewal,EV_da67118074c704e75b55,"4) Renouvellement du mandat d'administrateur de Monsieur Hamed Karoui et Mesdames Badra Driss, Zohra Driss et Aicha Driss Jenayah ceci pour une durée de trois années jusqu'à l'issue de l'assemblée gén"
SP_d690cb98a84baeacfc28,2009-06-21,onset,EV_499893cf6b4a3b8322a1,"3) Renouvellement de mandat d'administrateur de Monsieur Hamed Karoui, Madame Zohra Driss et la nomination de Mesdames Badra Driss et Aïcha Jenayah en tant que nouveaux Administrateurs et ceci, pour u"
SP_7dfbf72ac4554f455eef,2009-06-21,onset,EV_151b96397278bb9c67fc,"3) Renouvellement de mandat d'administrateur de Monsieur Hamed Karoui, Madame Zohra Driss et la nomination de Mesdames Badra Driss et Aïcha Jenayah en tant que nouveaux Administrateurs et ceci, pour u"
SP_7dfbf72ac4554f455eef,2012-06-24,renewal,EV_2ee5d30bcc8cab36e613,"4) Renouvellement du mandat d'administrateur de Monsieur Hamed Karoui et Mesdames Badra Driss, Zohra Driss et Aicha Driss Jenayah ceci pour une durée de trois années jusqu'à l'issue de l'assemblée gén"
SP_7dfbf72ac4554f455eef,2012-06-24,renewal,EV_97f8db96055b9f37e993,"3) Renouvellement du mandat d'administrateur de Messieurs Bouraoui Turki et Hichem DRI55 et Mesdames Badra Driss, Samia Najeh Driss et Aicha Driss Jenayah, ceci pour une durée de trois années jusqu'à "
