edge_id,layer,relation,from_id,from_name,from_fr,from_ijmes,to_id,to_name,to_fr,to_ijmes,to_kind,subjects_studied,year,year_lo,year_hi,date_precision,evidence_tier,extractor,pattern_id,confidence,entry_uid,evidence_quote
ED_be284fdacc56b4e3ed70,office,commissioned_by,PERSON_BNASHWR_MHMD_FADL,محمد الفاضل بن عاشور,Mohamed Fadhel Ben Achour,Muhammad al-Fadil Ibn Ashur,PERSON_THANY_HSN,مولاي الحسن الثاني,Moulay El Hassan Ethani,Mawlay al-Hasan al-Thani,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.10,دعوته كلّ سنة إلى زيارة المغرب (خلال شهر رمضان المعظم)
ED_bcdce7ef651e8fe2ab41,office,appointed_to,PERSON_BNASHWR_MHMD_TAHR,محمد الطاهر بن عاشور,Mohamed Tahar Ben Achour,Muhammad al-Tahir Ibn Ashur,OFFICE_MDRS,مدرس,professeur,teacher,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.12,وارتقى وهو لا يزال شان إلى خحطة مدرس ثم أستاذ
ED_49adc181c218105aa317,office,appointed_to,PERSON_BNASHWR_MHMD_TAHR,محمد الطاهر بن عاشور,Mohamed Tahar Ben Achour,Muhammad al-Tahir Ibn Ashur,OFFICE_QAD_MALKY,قاض مالكي,juge malékite,Maliki judge,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.12,إلى أن أصبح قاضياً مالكيّا
ED_269fcd3743cad7240037,office,appointed_to,PERSON_BNASHWR_MHMD_TAHR,محمد الطاهر بن عاشور,Mohamed Tahar Ben Achour,Muhammad al-Tahir Ibn Ashur,OFFICE_SHYKH_JAM_AZM,شيخ الجامع الأعظم,cheikh de la Grande Mosquée,shaykh of the Great Mosque,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.12,ولم تنقض مدة طويلة حتى كلف بمهام «شيخ الجامع الأعظم وفرّوعه)
ED_d4e941039407476cec7a,office,appointed_to,PERSON_BNASHWR_TAHR,الطاهر بن عاشور,Tahar Ben Achour,al-Tahir Ibn Ashur,OFFICE_QADY_HADRH_MALKY,قاضي الحاضرة المالكي,cadi malékite de la capitale,Maliki judge of the capital,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.10,قبل أن يشغل نخخطة قاضى الحاضرة المالكى
ED_562a4b5575c92e32721b,office,appointed_to,PERSON_BNASHWR_TAHR,الطاهر بن عاشور,Tahar Ben Achour,al-Tahir Ibn Ashur,OFFICE_RASH_MDHHB_MALKY,رئاسة المذهب المالكي,Présidence du rite malékite,Headship of the Maliki school,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.10,ويتولى مهمة الإفتا، ورئاسة المذهب المالكي
ED_bb07b4a5208168222fcd,office,appointed_to,PERSON_BNASHWR_TAHR,الطاهر بن عاشور,Tahar Ben Achour,al-Tahir Ibn Ashur,OFFICE_SHYKH_JAM_ZYTWNH,شيخ جامع الزيتونة,cheikh de la mosquée Zitouna,shaykh of the Zaytuna Mosque,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.10,ويعين فيما بعد شيخاً لجامع الزيتونة
ED_ec02e1385afe9c89cd79,office,patronised,PERSON_BNASHWR_TAHR,الطاهر بن عاشور,Tahar Ben Achour,al-Tahir Ibn Ashur,PERSON_BNASHWR_MHMD_FADL,محمد الفاضل بن عاشور,Mohamed Fadhel Ben Achour,Muhammad al-Fadil Ibn Ashur,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.10,حرص على إعطا، ابنه الأكبر محمد الفاضل تربية مثالية
ED_bb709cd252796798fa8f,office,headed,PERSON_BNASMAYL_MSTFY,مصطفى بن إسماعيل,Mustapha Ben Ismaïl,Mustafa Ibn Ismail,ORG_HKWMH_TWNSYH,الحكومة التونسية,Gouvernement tunisien,Tunisian government,org,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.07,مصطفى بن إسماعيل على رأس الحكومة
ED_cac2b006046e58665a27,office,appointed_to,PERSON_BNHSYN_AHMD,أحمد بن حسين,Ahmed Ben Hussein,Ahmad Ibn Husayn,OFFICE_BASH_MFTY_KAF,باش مفتي الكاف,Grand mufti du Kef,Chief mufti of al-Kaf,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.04,ألا وهو باش مفتي© مدينة الكاف الشيخ أحمد بن حسين
ED_057a15af71f937a77d1d,office,appointed_to,PERSON_BNHSYN_AHMD,أحمد بن حسين,Ahmed Ben Hussein,Ahmad Ibn Husayn,OFFICE_KBYR_AHL_SHWRY,كبير أهل الشورى,chef des gens de la choura,head of the consultative council,office,,1850,1850-01-01,1850-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:1.04,وبهذه الصفة دعي بعد وفاة شيخه في سنة 1850 إلى تعويضه
ED_72ebdb684ddc346e4536,office,appointed_to,PERSON_BNHSYN_AHMD,أحمد بن حسين,Ahmed Ben Hussein,Ahmad Ibn Husayn,OFFICE_QDA_SHRY_BALKAF,القضاء الشرعي بالكاف,La justice charaïque au Kef,The sharia judiciary at al-Kaf,office,,1832,1832-01-01,1832-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:1.04,على قبول خخطة القضا، الشرعي بالكاف. التي أسندتها إليه السلطة العليا بإلحاح منها
ED_6e6a83b08757bb3e271e,office,succeeded,PERSON_BNHSYN_AHMD,أحمد بن حسين,Ahmed Ben Hussein,Ahmad Ibn Husayn,PERSON_RYAHY_ABRAHYM,إبراهيم الرياحي,Ibrahim Riahi,Ibrahim al-Riyahi,person,,1850,1850-01-01,1850-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:1.04,وبهذه الصفة دعي بعد وفاة شيخه في سنة 1850 إلى تعويضه
ED_757c553f2a01a3cd842e,office,appointed_to,PERSON_BNKHWJH_MHMD,محمد بن الخوجة,Mohamed Ben Khoja,Muhammad Ibn al-Khuja,OFFICE_AML_BNZRT,عامل بنزرت,caïd de Bizerte,governor of Bizerte,office,,1924,1924-01-01,1924-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:2.10,وكانت مديئة بنزرت التي نقل إليها سنة 1924 بنفس الصفة
ED_9b366b6b082f7aeecbf6,office,appointed_to,PERSON_BNKHWJH_MHMD,محمد بن الخوجة,Mohamed Ben Khoja,Muhammad Ibn al-Khuja,OFFICE_AML_QABS,عامل قابس,caïd de Gabès,governor of Gabes,office,,1919,1919-01-01,1919-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:2.10,وسمّي عاملاً (واليأ) على قابس
ED_ba8d8bef188e8fc9bed9,office,appointed_to,PERSON_BNKHWJH_MHMD,محمد بن الخوجة,Mohamed Ben Khoja,Muhammad Ibn al-Khuja,OFFICE_MDYR_MTBH_RSMYH,مدير المطبعة الرسمية,directeur de l'Imprimerie officielle,director of the official press,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.10,تعيينه مديراً للمطبعة الرسمية
ED_a7ba5dd99946927dab1f,office,left_post,PERSON_BNKHWJH_MHMD,محمد بن الخوجة,Mohamed Ben Khoja,Muhammad Ibn al-Khuja,OFFICE_MDYR_TSHRYFAT,مدير التشريفات,directeur du protocole,director of protocol,office,,1919,1919-01-01,1919-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:2.10,"فتخلّى الجنرال محمد بن الخوجة عن
وظيفة مدير التشريفات"
ED_f7690e3cb811eaabb845,office,appointed_to,PERSON_BNKHWJH_MHMD,محمد بن الخوجة,Mohamed Ben Khoja,Muhammad Ibn al-Khuja,OFFICE_MDYR_TSHRYFAT_SNYH_WALMTRJM_AWL_BALQSR_MLKY,مدير التشريفات السنية والمترجم الأول بالقصر الملكي,directeur du protocole beylical et premier interprète du palais royal,director of the beylical protocol and first interpreter at the royal palace,office,,1914,1914-01-01,1914-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:2.10,"خطة مدير
التشريفات السنية والمترجم الأول بالقصر الملكي"
ED_0d77784f50ada7a46514,office,appointed_to,PERSON_BNKHWJH_MHMD,محمد بن الخوجة,Mohamed Ben Khoja,Muhammad Ibn al-Khuja,OFFICE_MSTSHAR_HKWMH,مستشار الحكومة,conseiller du gouvernement,government adviser,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.10,"ألا وهي خطة مستشار
الحكومة"
ED_54cae80e3fe27366341f,office,succeeded,PERSON_BNKHWJH_MHMD,محمد بن الخوجة,Mohamed Ben Khoja,Muhammad Ibn al-Khuja,PERSON_BLNSY_AMYR_AMRA,أمير الأمراء بلنسي,Amir El Oumara Belinsi,Amir al-Umara Balansi,person,,1914,1914-01-01,1914-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:2.10,"عوضاً عن أمير الأمرا،
بلنسي الذي أحيل على التقاعد سنة 1914"
ED_4465200f85b1a6f1f441,office,opposed_by,PERSON_BNKHWJH_MHMD,محمد بن الخوجة,Mohamed Ben Khoja,Muhammad Ibn al-Khuja,PERSON_MNSF_MHMD,محمد المنصف باي,Mohamed El Moncef Bey,Muhammad al-Munsif Bay,person,,1942,1942-01-01,1942-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:2.10,"قرّر إقصا،

الجترال محمد بن الخوجة من البلاط الملكي"
ED_327eebf6a69a2755d1c1,office,succeeded,PERSON_BNKHWJH_MHMD,محمد بن الخوجة,Mohamed Ben Khoja,Muhammad Ibn al-Khuja,PERSON_SFR_BSHYR,البشير صفر,Bechir Sfar,al-Bashir Safar,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.10,"خلفه صاحب الترجمة
في رئاسة قسم المحاسبة"
ED_f4b6a53cf8edfe072d45,office,appointed_to,PERSON_BNMSTFY_HSWNH,حسونة بن مصطفى,Hassouna Ben Mustapha,Hasuna Ibn Mustafa,OFFICE_AML_WSLATYH,عامل الوسلاتية,caïd de Ouslatia,governor of Wislatiyya,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.05,وبعد ذلك عيّن عاملاً (واليا) بالوسلاتية مدة بضع سنوات
ED_b946cdc594fc3d0a79bd,office,appointed_to,PERSON_BNMSTFY_HSWNH,حسونة بن مصطفى,Hassouna Ben Mustapha,Hasuna Ibn Mustafa,OFFICE_MDYR_ADARH_GHABH,مدير إدارة الغابة,directeur de l'administration des Forêts,director of the forestry administration,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.05,"ثم سمي
مديراً لإدارة الغابة (غابة الزيتون)"
ED_4ba5a320091ac7fe98b3,office,appointed_to,PERSON_BNMSTFY_HSWNH,حسونة بن مصطفى,Hassouna Ben Mustapha,Hasuna Ibn Mustafa,OFFICE_MTMD_SKRY_LDY_FYLQ_TWNSY,معتمد عسكري لدى الفيلق التونسي,commissaire militaire auprès du corps d'armée tunisien,military agent attached to the Tunisian corps,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.05,"فعيّلوه في خطة معتمد عسكري لدى الفيلق
التونسي المساهم في حرب القرم"
ED_ed38fa0f638e82c0453d,office,patronised_by,PERSON_BNMSTFY_HSWNH,حسونة بن مصطفى,Hassouna Ben Mustapha,Hasuna Ibn Mustafa,PERSON_KAMBWN_BWL,بول كامبون,Paul Cambon,Bul Kambun,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.05,استقبله المقيم العام كامبون
ED_4c785b496a3a4a3cb388,office,patronised_by,PERSON_BNMSTFY_HSWNH,حسونة بن مصطفى,Hassouna Ben Mustapha,Hasuna Ibn Mustafa,PERSON_KHYRALDYN,خير الدين,Général Khereddine,General Khayr al-Din,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.05,"انتباه الجنرال خير الدين. فكان يدعوه بانتظام إلى تناول الطعام على مائدته
ويخصّه برعايته"
ED_f2d15b1bccda54360ff5,office,appointed_to,PERSON_BNMSTFY_JD_RSHYD,جد رشيد بن مصطفى,Le grand-père de Rachid Ben Mustapha,The grandfather of Rashid Ibn Mustafa,OFFICE_AGHA_MDYNH_QYSRLY,آغا مدينة قيصرلي,Agha de la ville de Kayseri,Agha of the city of Kayseri,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.14,وكان جِدّه يشغل خطة اغا مدينة قيصرلي
ED_99583e891ef213313a7a,office,appointed_to,PERSON_BNMSTFY_KHYRALLH,خير الله بن مصطفى,Kheirallah Ben Mustapha,Khayr Allah Ibn Mustafa,OFFICE_MDYR_TSHRYFAT_SNYH,مدير التشريفات السنية,directeur du protocole beylical,director of the beylical protocol,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.05,"سمي
مديرا للتشريفات السنية في بلاط الملك محمد الناصر باي"
ED_b8974c606177e9bd1cb4,office,appointed_to,PERSON_BNMSTFY_KHYRALLH,خير الله بن مصطفى,Kheirallah Ben Mustapha,Khayr Allah Ibn Mustafa,OFFICE_MTRJM_DLY_LDY_MHKMH_MKHTLTH_BTWNS,مترجم عدلي لدى المحكمة المختلطة بتونس,interprète judiciaire auprès du Tribunal mixte de Tunis,judicial interpreter at the mixed court in Tunis,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.05,"انتداب المترجمين العدليين لدى المحكمة المختلطة بتونس ونجح فيها
بامتياز"
ED_56ef9d3b7420d7fd1ae4,office,succeeded,PERSON_BNMSTFY_KHYRALLH,خير الله بن مصطفى,Kheirallah Ben Mustapha,Khayr Allah Ibn Mustafa,PERSON_BNKHWJH_MHMD,محمد بن الخوجة,Mohamed Ben Khoja,Muhammad Ibn al-Khuja,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.05,"تخلفا للجنرال
محمد بن الخوجة"
ED_43e4b401310062956c86,office,patronised_by,PERSON_BNMSTFY_KHYRALLH,خير الله بن مصطفى,Kheirallah Ben Mustapha,Khayr Allah Ibn Mustafa,PERSON_NASR_MHMD,محمد الناصر باي,Mohamed En-Naceur Bey,Muhammad al-Nasir Bay,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.05,"أبواب قصور الملوك الحسيئيين، لا سيما منهم المرحوم محمد
الناصر باي"
ED_fb253341bd05d7cbcce2,office,patronised,PERSON_BNMSTFY_RSHYD,رشيد بن مصطفى,Rachid Ben Mustapha,Rashid Ibn Mustafa,ASSOC_JMYH_KHYRYH_ASLAMYH,الجمعية الخيرية الإسلامية,El Jamiya El Khairia El Islamia,al-Jamiyya al-Khayriyya al-Islamiyya,association,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.14,فلقد أولى عناية خاصة بالجمعية الخيرية الإسلامية
ED_da5a2d38590eea03c193,office,appointed_to,PERSON_BNMSTFY_RSHYD,رشيد بن مصطفى,Rachid Ben Mustapha,Rashid Ibn Mustafa,OFFICE_NAB_RYS_JMYH_KHLDWNYH,نائب رئيس الجمعية الخلدونية,vice-président de la Khaldounia,vice-president of the Khalduniyya association,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.14,وما لبث أن أصبح عضواً بارزاً في هيئتها المديرة ثم نائبا
ED_9d9f7fe7bf00926f3245,office,patronised,PERSON_BNMSTFY_RSHYD,رشيد بن مصطفى,Rachid Ben Mustapha,Rashid Ibn Mustafa,ORG_MKTBH_KHLDWNYH,المكتبة الخلدونية,la Khaldounia,al-Maktaba al-Khalduniyya,org,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.14,حتى أثراها بعدد كبير من الكتب والمجلات التي أهداها إليها
ED_54c7e8f8c9d5859e34b9,office,appointed_to,PERSON_BNMSTFY_RSHYD,رشيد بن مصطفى,Rachid Ben Mustapha,Rashid Ibn Mustafa,ORG_MSLHH_TWBWGHRAFYH,المصلحة الطوبوغرافية,le Service topographique,al-Maslaha al-Tubughrafiyya,org,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.14,فقد كُلْف بوظيفة مسح الأراضي في المصلحة الطوبوغرافية
ED_2ed08eb5f291e92673d1,office,patronised,PERSON_BNMSTFY_RSHYD,رشيد بن مصطفى,Rachid Ben Mustapha,Rashid Ibn Mustafa,PERSON_HDAD_TAHR,الطاهر الحداد,Tahar Haddad,al-Tahir al-Haddad,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.14,كان من بين المثقفين التونسيين القلائل الذين دافعوا عن كتاب الأديب المنكود الحظ
ED_8c013b8e32de53daf3ba,office,appointed_to,PERSON_BNYWSF_SALH,صالح بن يوسف,Salah Ben Youssef,Salih Ibn Yusuf,OFFICE_AMYN_AM_LLHZB_DSTWRY_JDYD,الأمين العام للحزب الدستوري الجديد,Secrétaire général du Parti libéral constitutionnel nouveau (Néo-Destour),Secretary-General of the New Constitutional Party (Neo-Destour),office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.04,الأمين العام للحزب الدستوري الجديد، الآستاذ صالح بن يوسف
ED_293d0256e6c825c8e80b,office,appointed_to,PERSON_BWHAJB_KHLYL,خليل بوحاجب,Khelil Bou Hajeb,Khalil Bu Hajib,OFFICE_WZYR_AKBR,الوزير الأكبر,Grand Vizir,Grand Vizier,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.06,"صالون خاله
الوزير الأكبر السابق، خليل بوحاجب"
ED_581c6df09ef0b6895c95,office,appointed_to,PERSON_BWHAJB_LY,علي بوحاجب,Ali Bou Hajeb,Ali Bu Hajib,OFFICE_WZARH_SHH_WALSHWN_AJTMAYH,وزارة الصحة والشؤون الاجتماعية,ministère de la Santé et des Affaires sociales,Ministry of Health and Social Affairs,office,,1947,1947-01-01,1947-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:3.06,"وأسندت إليه وزارة الصحة والشؤون
الاجتماعية"
ED_2cf6c5e0e578ea971d2e,office,left_post,PERSON_BWHAJB_LY,علي بوحاجب,Ali Bou Hajeb,Ali Bu Hajib,OFFICE_WZARH_SHH_WALSHWN_AJTMAYH,وزارة الصحة والشؤون الاجتماعية,ministère de la Santé et des Affaires sociales,Ministry of Health and Social Affairs,office,,1950,1950-08-01,1950-08-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:3.06,وعندما اضطرٌ إلى التخلي عن مهمّته؛ بعد تكوين وزارة شنيق
ED_25ac604360a805f740ba,office,appointed_to,PERSON_BWRD_BWL,بول بورد,Paul Bourde,Bul Burd,OFFICE_MDYR_FLAHH,مدير الفلاحة,directeur de l'Agriculture,director of agriculture,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.07,لمدير الفلاحة الفرنسي المأسوف عليه بول بورد
ED_ce3d45a5c1c4da797428,office,appointed_to,PERSON_BWRQYBH_MHMD,الشيخ محمد بورقيبة,Mohamed Bourguiba,Muhammad Burquiba,OFFICE_MHNH_MHAMAH_LDY_MHAKM_TWNSYH,مهنة المحاماة لدى المحاكم التونسية,profession d'avocat auprès des tribunaux tunisiens,practice of law before the Tunisian courts,office,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.02,فاختار مهنة المحاماة لدى المحاكم التونسية
ED_b5a25f4e65b21f9f0ddc,office,opposed_by,PERSON_BWRQYBH_MHMD,الشيخ محمد بورقيبة,Mohamed Bourguiba,Muhammad Burquiba,PERSON_ABYHDY,الشيخ أبو الهدى,Le Cheikh Abou El Houda,al-Shaykh Abu al-Huda,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.02,بزوّار الشيخين ظافر وأبي الهدى
ED_aa1e6472cd26992d45be,office,opposed_by,PERSON_BWRQYBH_MHMD,الشيخ محمد بورقيبة,Mohamed Bourguiba,Muhammad Burquiba,PERSON_ZAFR,الشيخ ظافر,Le Cheikh Zafer,al-Shaykh Zafir,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.02,فقد استغل ساعات الانتظار فى القاعات المكتظة بزوّار الشيخين
