edge_id,layer,relation,from_id,from_name,from_fr,from_ijmes,to_id,to_name,to_fr,to_ijmes,to_kind,subjects_studied,year,year_lo,year_hi,date_precision,evidence_tier,extractor,pattern_id,confidence,entry_uid,evidence_quote
ED_ef701567b6e84affccd1,tutelage,read_work_of,PERSON_BKWSH_BDSLAM,عبد السلام البكوش,Abdessalem Bakkouche,Abd al-Salam al-Bakkush,PERSON_SHYRAZY_SDY,سعدي الشيرازي,Saadi Chirazi,Sadi al-Shirazi,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.12,قد وجد في آثار السعدي وعمر الخيام المعربة، متعة
ED_0c02ebf8d10f5b5579c3,tutelage,taught,PERSON_BKWSH_BDSLAM,عبد السلام البكوش,Abdessalem Bakkouche,Abd al-Salam al-Bakkush,PERSON_SNA_MKHATBYH_ASGHR_MNH,مخاطبيه الأصغر منه سنا,Ses interlocuteurs plus jeunes que lui,Those he addressed who were younger than him,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.12,"لتحريض مخاطبيه
الأصغر منه سنا على دراسة العلوم الإسلامية"
ED_32804e4e96a054cc204d,tutelage,studied_under,PERSON_BKWSH_BDSLAM,عبد السلام البكوش,Abdessalem Bakkouche,Abd al-Salam al-Bakkush,PERSON_TKWYNHMA_ASATDHH_DHYN_SAHMWA_FY,الأساتذة الذين ساهموا في تكوينهما,Les professeurs qui ont participé à leur formation,The teachers who took part in the education of the two of them,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.12,"أعجبا بنفس
الأساتذة الذين ساهموا في تكوينهما"
ED_ca991261359a3d40eeba,tutelage,studied_under,PERSON_BKWSH_BDSLAM,عبد السلام البكوش,Abdessalem Bakkouche,Abd al-Salam al-Bakkush,PERSON_TYMWR_AHMD,أحمد تيمور,Ahmed Teymour,Ahmad Taymur,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.12,يضاف إليهم من المحدثين أحمد تيمور والرصافي
ED_d3832494b9633a910c35,tutelage,read_work_of,PERSON_BKWSH_BDSLAM,عبد السلام البكوش,Abdessalem Bakkouche,Abd al-Salam al-Bakkush,PERSON_ZMKHSHRY,الزمخشري,Zamakhchari,al-Zamakhshari,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.12,"الأشعري وابن
سينا والزمخشري والغزالي وابن رشد، قد استأئروا بعنايته وقتاً أطول"
ED_7fed366f976df7173665,tutelage,studied_at,PERSON_BNASHWR_MHMD_FADL,محمد الفاضل بن عاشور,Mohamed Fadhel Ben Achour,Muhammad al-Fadil Ibn Ashur,ASSOC_JMYH_KHLDWNYH,الجمعية الخلدونية,La Khaldounia,al-Khalduniyya,association,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.10,فتردّد على التوالى على الخلدونية ومدرسة العطارين
ED_87374e0269b4d6110fc9,tutelage,studied_at,PERSON_BNASHWR_MHMD_FADL,محمد الفاضل بن عاشور,Mohamed Fadhel Ben Achour,Muhammad al-Fadil Ibn Ashur,MSQ_JAM_ZYTWNH,جامع الزيتونة,Jamaa Ez-Zitouna,Jami al-Zaytuna,mosque,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.10,حيث تعلم مبادى، اللغة الفرنسية - وجامع الزيتونة، وتمكن من الحصول على الشهائد
ED_9c8396ef51651188239e,tutelage,taught_at,PERSON_BNASHWR_MHMD_FADL,محمد الفاضل بن عاشور,Mohamed Fadhel Ben Achour,Muhammad al-Fadil Ibn Ashur,MSQ_JAM_ZYTWNH,جامع الزيتونة,Jamaa Ez-Zitouna,Jami al-Zaytuna,mosque,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.10,كمدرس بالمعهد الصادقي وجامع الزيتونة، تكوين
ED_4462804909247e9b0063,tutelage,studied_under,PERSON_BNASHWR_MHMD_FADL,محمد الفاضل بن عاشور,Mohamed Fadhel Ben Achour,Muhammad al-Fadil Ibn Ashur,PERSON_BNASHWR_TAHR,الطاهر بن عاشور,Tahar Ben Achour,al-Tahir Ibn Ashur,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.10,الموجه الحكيم والمرشد المقتدر، لتمكينه من تحقيق ما كان يصبو إليه
ED_09407df03d50032fdc57,tutelage,studied_at,PERSON_BNASHWR_MHMD_FADL,محمد الفاضل بن عاشور,Mohamed Fadhel Ben Achour,Muhammad al-Fadil Ibn Ashur,SCH_MDRSH_TARYN,مدرسة العطارين,Médersa El Attarine,Madrasat al-Attarin,school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.10,ومدرسة العطارين - حيث تعلم مبادى، اللغة الفرنسية
ED_1f109cf0c220c28f5f79,tutelage,taught_at,PERSON_BNASHWR_MHMD_FADL,محمد الفاضل بن عاشور,Mohamed Fadhel Ben Achour,Muhammad al-Fadil Ibn Ashur,SCH_MHD_SADQY,المعهد الصادقي,El Maahad Es-Sadiki,al-Mahad al-Sadiqi,school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.10,واستطاع قبل ذلك، كمدرس بالمعهد الصادقي وجامع الزيتونة
ED_c2843e83c544d55b304a,tutelage,taught_at,PERSON_BNASHWR_TAHR,الطاهر بن عاشور,Tahar Ben Achour,al-Tahir Ibn Ashur,SCH_JAMH_ZYTWNYH,الجامعة الزيتونية,Université Ez-Zitouna,al-Jamia al-Zaytuniyya,school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.10,درس مدة طويلة بالمعهد الصادقى والجامعة الزيتونية، قبل أن يشغل
ED_534a6b921992a51d7e8b,tutelage,taught_at,PERSON_BNASHWR_TAHR,الطاهر بن عاشور,Tahar Ben Achour,al-Tahir Ibn Ashur,SCH_MHD_SADQY,المعهد الصادقي,El Maahad Es-Sadiki,al-Mahad al-Sadiqi,school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.10,قد درس مدة طويلة بالمعهد الصادقى والجامعة الزيتونية
ED_cd2dfc7727f3eae9d011,tutelage,taught_at,PERSON_BNHSYN_AHMD,أحمد بن حسين,Ahmed Ben Hussein,Ahmad Ibn Husayn,MSQ_JAM_SAHB_TAB,جامع صاحب الطابع,Jamaa Sahib Ettabaa,Jami Sahib al-Tabi,mosque,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.04,عن استئناف دروسه بجامع صاحب الطابع
ED_ecb4517d440026e45af9,tutelage,studied_under,PERSON_BNHSYN_AHMD,أحمد بن حسين,Ahmed Ben Hussein,Ahmad Ibn Husayn,PERSON_ABY_AHMD,احمد الابي,Ahmed El Abi,Ahmad al-Abi,person,,,,,none,book_stated,rule,TUT01,0.85,aalam:1.04,كما قرأ على الشيخ أحمد الأبي «البيان
ED_e974891f7c588a4a2855,tutelage,studied_under,PERSON_BNHSYN_AHMD,أحمد بن حسين,Ahmed Ben Hussein,Ahmad Ibn Husayn,PERSON_BNMSWD_TAHR,الطاهر بن مسعود,Tahar Ben Massoud,al-Tahir Ibn Masud,person,الفقه|النحو,,,,none,book_stated,rule,TUT01,0.85,aalam:1.04,وارتبط من أول وهلة بشيخها الطاهر بن مسعود وقرأ عليه الفقه والنحو
ED_1882273ad280ed4a67bf,tutelage,studied_under,PERSON_BNHSYN_AHMD,أحمد بن حسين,Ahmed Ben Hussein,Ahmad Ibn Husayn,PERSON_RYAHY_ABRAHYM,إبراهيم الرياحي,Ibrahim Riahi,Ibrahim al-Riyahi,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.04,التي يشرف عليها الشيخ إبراهيم الرياحي المشهور على حدٌ
ED_80cb3d16f48ebc0e60d3,tutelage,taught,PERSON_BNHSYN_AHMD,أحمد بن حسين,Ahmed Ben Hussein,Ahmad Ibn Husayn,PERSON_RYAHY_TYB,الطيب الرياحي,Taïeb Riahi,al-Tayyib al-Riyahi,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.04,عهد إليه الشيخ إبراهيم الرياحي بتعليم ابنه الطيّب
ED_82ecfa672cacc90f49fa,tutelage,studied_at,PERSON_BNHSYN_AHMD,أحمد بن حسين,Ahmed Ben Hussein,Ahmad Ibn Husayn,SCH_MDRSH_SLYMANYH,المدرسة السليمانية,Médersa Slimania,al-Madrasa al-Sulaymaniyya,school,الفقه|النحو|المنطق|البلاغة,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.04,فقرر الإقامة معهم في المدرسة السليمانية
ED_a90113e1d0e8e699dea9,tutelage,studied_at,PERSON_BNHSYN_AHMD,أحمد بن حسين,Ahmed Ben Hussein,Ahmad Ibn Husayn,SCH_MDRSH_YWSF_SAHB_TAB,مدرسة يوسف صاحب الطابع,Médersa Youssef Sahib Ettabaa,Madrasat Yusuf Sahib al-Tabi,school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:1.04,واستقر بمدرسة يوسف صاحب الطابع التي يشرف عليها الشيخ إبراهيم الرياحي
ED_0222fef52b2309afa6b1,tutelage,taught_at,PERSON_BNKHWJH_MHMD,محمد بن الخوجة,Mohamed Ben Khoja,Muhammad Ibn al-Khuja,SCH_MDRSH_LYA_LLGHH_WALADAB_RBYH,المدرسة العليا للغة والآداب العربية,École supérieure de langue et de littérature arabes,al-Madrasa al-Ulya lil-Lugha wa al-Adab al-Arabiyya,school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.10,"مدير المدرسة العليا للغة والآداب العربية الحديثة
العهد. فتطوع لإلقا، بعض دروس في التعريب والنقل"
ED_915a39d15af2143cf511,tutelage,studied_at,PERSON_BNKHWJH_MHMD,محمد بن الخوجة,Mohamed Ben Khoja,Muhammad Ibn al-Khuja,SCH_MDRSH_SADQYH,المدرسة الصادقية,Collège Sadiki,al-Madrasa al-Sadiqiyya,school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:2.10,وهكذا فقد التحق محمّد بن الخوجة بتلك المدرسة
ED_3b1a2caf5d1c182c60de,tutelage,studied_under,PERSON_BNMSTFY_HSWNH,حسونة بن مصطفى,Hassouna Ben Mustapha,Hasuna Ibn Mustafa,PERSON_KMBNWN_QBTAN,القبطان كمبنون,Le Capitaine Campenon,al-Qubtan Kambanun,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.05,"أهم ما تلقاه من دروس عن
أستاذه المفضل القبطان كمبئنون"
ED_0b4a42017ace5f3eeced,tutelage,taught_at,PERSON_BNMSTFY_HSWNH,حسونة بن مصطفى,Hassouna Ben Mustapha,Hasuna Ibn Mustafa,SCH_MDRSH_HRBYH_BBARDW,المدرسة الحربية بباردو,École militaire du Bardo,al-Madrasa al-Harbiyya bi-Bardu,school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.05,"عُيّن أستاذاً بالمدرسة
الحربية بباردو"
ED_daf2d8524656d1986c00,tutelage,studied_at,PERSON_BNMSTFY_HSWNH,حسونة بن مصطفى,Hassouna Ben Mustapha,Hasuna Ibn Mustafa,SCH_MDRSH_HRBYH_BMNWBH,المدرسة الحربية بمنوبة,École militaire de la Manouba,al-Madrasa al-Harbiyya bi-Manuba,school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.05,"من الالتحاق بثكنة الخيالة بمنوبة، وقد كانت آنذاك
مقرّ المدرسة الحربية"
ED_35b433647de04e6723fc,tutelage,taught,PERSON_BNMSTFY_KHYRALLH,خير الله بن مصطفى,Kheirallah Ben Mustapha,Khayr Allah Ibn Mustafa,PERSON_BSHYR,البشير باي,Béchir Bey,al-Bashir Bay,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.05,"دروس خاصة للأمرا،
الطاهر والبشير والمنصف باي"
ED_b1bb471fd1243dd3235a,tutelage,studied_under,PERSON_BNMSTFY_KHYRALLH,خير الله بن مصطفى,Kheirallah Ben Mustapha,Khayr Allah Ibn Mustafa,PERSON_KHYRALDYN_MHMD,محمد باي خير الدين,Mohamed Bey Khereddine,Muhammad Bay Khayr al-Din,person,,1917,1917-01-01,1917-12-31,year,book_stated,llm,aalam-model-v1,0.80,aalam:3.05,"أعنيى محمد باي خير الدين الذي اختار الإقامة على تلك
الربوة الملهمة"
ED_3585ce31f31d92144b26,tutelage,taught,PERSON_BNMSTFY_KHYRALLH,خير الله بن مصطفى,Kheirallah Ben Mustapha,Khayr Allah Ibn Mustafa,PERSON_MNSF,المنصف باي,Moncef Bey,al-Munsif Bay,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.05,"للأمرا،
الطاهر والبشير والمنصف باي"
ED_04ac8ddf068e5ac546f5,tutelage,taught,PERSON_BNMSTFY_KHYRALLH,خير الله بن مصطفى,Kheirallah Ben Mustapha,Khayr Allah Ibn Mustafa,PERSON_TAHR,الطاهر باي,Tahar Bey,al-Tahir Bay,person,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.05,"فقد كلف مترجمنا بإعطا، دروس خاصة للأمرا،
الطاهر والبشير والمنصف باي"
ED_c86846969e223a865c90,tutelage,studied_at,PERSON_BNMSTFY_KHYRALLH,خير الله بن مصطفى,Kheirallah Ben Mustapha,Khayr Allah Ibn Mustafa,SCH_MDRSH_LWYH,المدرسة العلوية,École Alaoui,al-Madrasa al-Alawiyya,school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.05,ولقد وقع اختياره على المدرسة العلويّة الحديثة العهد. فاألحق بها ابنه
ED_24b17d28c72dae6fae66,tutelage,taught_at,PERSON_BNMSTFY_KHYRALLH,خير الله بن مصطفى,Kheirallah Ben Mustapha,Khayr Allah Ibn Mustafa,SCH_MDRSH_SADQYH,المدرسة الصادقية,Collège Sadiki,al-Madrasa al-Sadiqiyya,school,,,,,none,book_stated,llm,aalam-model-v1,0.80,aalam:3.05,عُيّن خير الله مدرّساً بالمدرسة الصادقية التي بقي بها ست سنين
