id_type,value_normalised,n_jort_orgs,jort_labels
matricule_fiscal,1043703T,3,AGRIVER | S.A.R.L en liquidation | Société AGRIVER
matricule_fiscal,1043752E,1,Société HAMILA DISTRIBUTION SARL
matricule_fiscal,1043778P,1,Société Trust Makers
matricule_fiscal,1043846J,1,Société Naimi Traiding S.A.R.L
matricule_fiscal,1043856L,1,Société Aziz de Confort Menager S
matricule_fiscal,1044003A,1,Mr NIZAR B ALI ELKARBI titulaire de la C
matricule_fiscal,1044018H,2,Km 4 Route de Mahdia 5170 La Chebba | Société Alex
matricule_fiscal,1044065Q,1,Société Security Advice & Audit
matricule_fiscal,1044073Q,1,Société GHALIA GLASS
matricule_fiscal,1044076T,2,EXTASE COMMERCE | Société INTERIEUR DECO -sarl
matricule_fiscal,1044093V,3,Adonis Software | Cessation définitive et dissolution de la société | Sté Adonis Software S.A.R.L
matricule_fiscal,1044137P,2,SOCIETE SICOD SARL | Société internationale de commerce & distribution
matricule_fiscal,1044184X,1,à huit mille dinars (8000
matricule_fiscal,1044453Z,1,Société BALKIS Sarl
matricule_fiscal,10445161V,1,Cisa International
matricule_fiscal,1044678Q,1,Société White Car
matricule_fiscal,1044683M,1,Nobel Papier
matricule_fiscal,1044725E,3,Société CIMEX GLOBE TUNISIE | Société CIMEX GLOBE Tunisie | Société SIMEX GLOBE TUNISIE
matricule_fiscal,1044776R,1,Société At Consulting
matricule_fiscal,1044778T,1,Société FRESCA
matricule_fiscal,1044779V,1,Sté Attilio Ali Agro-alimentaire 3A
matricule_fiscal,1044806E,1,Société Groupe Royal Horlogerie
matricule_fiscal,1044888Z,3,SOCIETE VITAGROS | Société VITAGROS | VITAGROS
matricule_fiscal,1044966W,1,Société Ayoub Services Sarl
matricule_fiscal,104498J,1,Sté Sogebat du Cab Bon
matricule_fiscal,10449921D,1,Société les Romains
matricule_fiscal,1044995B,2,HANNIBAL EXP.REST Sarl | SOCIÉTÉ HANNIBAL EXP. RESTAURANT
matricule_fiscal,1045018M,3,CEM OFF SHORE - SARL | Consultant En Maintenance - Off Shore CEM OFF SHORE | Société Consulting en Maintenance OFF SHORE
matricule_fiscal,1045032T,1,Société Baroudi Frères
matricule_fiscal,1045045Q,1,Société SGBQ SARL
matricule_fiscal,1045047S,2,Société ENVIRO SERVICES | Société Enviro Services
matricule_fiscal,10450790B,1,Société Polyclinique Sfax Médina
matricule_fiscal,1045116N,3,COMPANIE DE TRANSFORMATION DE FRUITS POUR L'INDUSTRIE ALIMENTAIRE FRUITAL | Compagnie De Transformation de Fruits Pour | Compagnie de Transformation de Fruits pour l'Industrie Alimentaire Fruital
matricule_fiscal,1045164V,1,Société Agricole des Amis Tunisio-Lybiens
matricule_fiscal,1045206P,1,Société Park Avenue
matricule_fiscal,1045245X,2,"Société Coopération Méditerranée (COMED) | Société, Coopération Méditerranée (COMED)"
matricule_fiscal,1045253X,1,SOCIETE AMEN TOURISME SARL
matricule_fiscal,1045283D,1,Société SYSTEM SERVICES SARL
matricule_fiscal,1045318X,1,Société Focus Concept
matricule_fiscal,1045452C,1,Dissoudre la succursale de la société en Tunisie
matricule_fiscal,1045453D,1,Société SOMADEC
matricule_fiscal,1045489R,1,SOCIETE TFIT SARL
matricule_fiscal,1045492L,1,CITY PLATFORM (Suarl)
matricule_fiscal,104563D,1,Société JMAL INOX
matricule_fiscal,1045651N,1,STE VENTE DE MATERIAUX DE CONSTRUCTION ET DES SERVICES (S.V.M.C)
matricule_fiscal,10456691T,1,Société AL BADR
matricule_fiscal,1045714F,1,Sté Consulting Technologie Services
matricule_fiscal,1045728M,1,Rue Des Usines. Z.I. El Kram
matricule_fiscal,104572H,1,Société STG
matricule_fiscal,1045741J,1,SOCIETE AVENANCE
matricule_fiscal,104580T,2,Société COUT D'AMOUR » SARL | Société TOP CUISINE
matricule_fiscal,1045820G,1,Société LYS
matricule_fiscal,1045866X,1,BATIMART
matricule_fiscal,1045929V,1,Société International Audit & Consulting Company SARL
matricule_fiscal,1045930M,1,Société SUN EMERGENCY
matricule_fiscal,10460092C,1,Société ARCAD
matricule_fiscal,1046070W,1,Société Consulting Services S
matricule_fiscal,1046103M,1,Société Construction Métallique
matricule_fiscal,1046110D,3,SOMEF- TUNISIE - SA | SOMEF-TUNISIE-SA | Somef - Tunisie -SA
matricule_fiscal,1046120N,1,Sales Business Services -SARL
matricule_fiscal,1046173C,2,Géant Techno Informatique SARL | Société Géant Techno Informatique
matricule_fiscal,104617F,1,Société A.M ATLAS S.A.R.L
matricule_fiscal,1046207V,1,Société la Vie en Rose
matricule_fiscal,1046230T,2,Société des Carrières Modernes (S.C.M) - SARL | Société des Carrières Modernes S.C.M (s.a.r.l)
matricule_fiscal,1046250Y,2,SOCIETE AGRICOLE MODERNE S.A.M (s.a.r.l) | Société Agricole Moderne - SARL
matricule_fiscal,10462630R,1,SOCIETE AL RAJHI WORLD TRADING COMPANY
matricule_fiscal,1046263D,2,AL RAJHI WORLD TRADING COMPANY | Al Rajhi World Trading Company
matricule_fiscal,1046357J,1,Le But
matricule_fiscal,1046396R,1,Société Immobilière Imen Paradise » S.A.R.L
matricule_fiscal,10464052M,1,BINA CORP
matricule_fiscal,1046444E,1,MATECO - SARL
matricule_fiscal,1046458N,3,SOCIETE AST CONSULTING | Société AST CONSULTING | Société Ast Consulting
matricule_fiscal,1046476Q,4,Cessation de la société | Société de Construction Métallique du Sud SCMS | Société des Constructions Métalliques du Sud SCMS
matricule_fiscal,1046481M,1,Société CR2 CANADA
matricule_fiscal,1046570M,1,LEON International
matricule_fiscal,1046586W,1,Nom : INSAF
matricule_fiscal,1046669T,1,Société Al Badr
matricule_fiscal,1046796E,1,SOCIETE FALAFEL
matricule_fiscal,1046848Z,1,FONDERIE TUNISIE FONTES
matricule_fiscal,1046916T,1,SOCIETE JABBOU TRAVEL
matricule_fiscal,1046981D,1,Société Dar El Bey
matricule_fiscal,1047041V,3,CONTACT CALL | Société Trans Call Center SARL | TRANS CALL CENTER
matricule_fiscal,1047080C,1,IZYENE
matricule_fiscal,1047253F,1,Société BAYARA En liquidation
matricule_fiscal,1047257K,2,Sushi House | Sushi House Société à responsabilité limitée
matricule_fiscal,104725K,1,Société SUSHI HOUSE SARL
matricule_fiscal,1047266L,1,REGENCY AGENCY
matricule_fiscal,1047297T,2,INTERNATIONAL NETWORK OF MARKETING AND SALES | Société International Network Of Marketing And Sales
matricule_fiscal,10473322D,2,Société Immobilière L3A | Société Immobilière L3A» S.A.R.L
matricule_fiscal,1047352H,1,Société Etude Conseil Assistance Formation SECAF HIGT TECH
matricule_fiscal,104744G,1,Société Technologie Micro Informatique SARL
matricule_fiscal,10475008S,1,Société Les Grands Silos du Sud» en abrégé GSS» S.A
matricule_fiscal,1047543N,1,Société Mohamed Faouzi Ghodbane
matricule_fiscal,1047617P,1,SOCIETE PROJARDIN
matricule_fiscal,1047635R,1,Sté ACCIN SUARL
matricule_fiscal,1047648X,1,Société FOODIS
matricule_fiscal,1047652S,2,Clôture définitive de la liquidation de la Société LEBON Tunis SARL | Société LEBON TUNIS SARL
matricule_fiscal,1047739Z,2,Ennour Pour Le Commerce International | Ennour pour le Commerce International
matricule_fiscal,1047744W,1,Société QUEST
matricule_fiscal,1047766C,1,Société BELLA VITA SARL
matricule_fiscal,1047796J,1,Société C.O.M.M SUARL
matricule_fiscal,10478221S,1,AXALU
matricule_fiscal,10479161Y,1,Société LE RAYON IMMOBILIER
matricule_fiscal,1047916Y,2,Société Le Rayon Immobilier | Société Le rayon immobilier
matricule_fiscal,1048034A,1,Société Ben Moktar
matricule_fiscal,1048073H,1,Pierre Protect Services
matricule_fiscal,1048087P,2,P.V de l'A.G.E société SHEIMALEK de service SUARL | Société Sheimalek de Commerce
matricule_fiscal,1048124B,1,Sté Evolution
matricule_fiscal,1048165L,1,STE OPTIMUMS ARTISANATS
matricule_fiscal,1048309J,1,IS TRADE
matricule_fiscal,104830J,1,Société I S TRADE
matricule_fiscal,1048314F,1,Société D'APPLICATION INFORMATIQUE ET MULTIMEDIA
matricule_fiscal,1048352M,1,Société Ennasr
matricule_fiscal,1048381S,1,Société NET MEDIA
matricule_fiscal,104838W,1,Société WISSAL RENT A CAR
matricule_fiscal,10483990C,1,Sté PIECES AUTO GABSI SPAG Sarl
matricule_fiscal,1048402E,1,Société le Bureau
matricule_fiscal,104842D,1,Société KMIMECH DE MATERIEL DE CONSTRUCTION SARL
matricule_fiscal,1048443X,1,Société Karitech
matricule_fiscal,1048494P,1,Société Seham Tunisie
matricule_fiscal,1048539X,1,Société Rannucci Cosmétique
matricule_fiscal,1048642V,1,Mourad Jarraya
matricule_fiscal,1048655A,1,Société TITMA SARL
matricule_fiscal,1048656B,1,Société JET 7 Car
matricule_fiscal,1048707V,1,Société La Confection Internationale L
matricule_fiscal,10487761R,1,Société Laboratoires SayDerma
matricule_fiscal,1048813W,2,Société TULIP | Société Tulip Meubles & Accessoires
matricule_fiscal,1048889S,1,Société sélection
matricule_fiscal,1048902W,1,Société Synfonie S.A.R.L
matricule_fiscal,104891E,1,Société LA PERLE BLEU
matricule_fiscal,1048947K,1,SARL STE MYRAGE AUTO
matricule_fiscal,1048991P,3,Food Service Sarl | Société Food Service SARL | Société Food Service Sarl
matricule_fiscal,1049034E,1,Société Restaurant In Time SARL
matricule_fiscal,1049146M,1,Société TACAPES de Matériaux de Construction S
matricule_fiscal,1049147N,1,Société Jemaa de loisirs et Divertissements Touristiques
matricule_fiscal,1049155N,2,Société Château d'Aphrodite | Sté Château d'Aphrodite
matricule_fiscal,1049164P,1,Société Babylook
matricule_fiscal,1049170M,1,CEEB International
matricule_fiscal,1049176T,2,MODE CUISINE SARL | Mode Cuisine SARL
matricule_fiscal,104917Q,1,ECOM
matricule_fiscal,1049195X,2,Société SOPROVI | Sté SOPROVI
matricule_fiscal,1049227H,1,Société Services Européens de l'Habitat
matricule_fiscal,1049263R,1,Société Construction Mécanique Tunisienne
matricule_fiscal,10493R,1,Société Générale d'exploitation des Carrières SOGECAR
matricule_fiscal,1049403K,1,Société SUN HOUSE
matricule_fiscal,1049427T,5,Société NEW - PACK | Société New Pack» S.A | Société News Pack » S.A
matricule_fiscal,1049442S,4,CEVA LOGISTICS TUNISIA | CEVA LOGISTICS TUNISIA SARL | CEVA Logistics Tunisia
matricule_fiscal,1049638D,2,EPM Technology | Sté Epm Technology SARL
matricule_fiscal,104968Q,1,Sté ELAAL SARL
matricule_fiscal,1049776R,1,Société A
matricule_fiscal,1049781K,2,SOCIETE SERINA SERVICES S.A.R.L | Société Serina Services
matricule_fiscal,1049857N,3,Institut Supérieur des Sciences de la Santé (ISSS) | JOUDA DE SERVICES PETROLIERS | SOCIETE ACADEMIE DE LA SANTE ET DU BIEN ETRE
matricule_fiscal,1049886T,1,Global Technology Economy (G. T.E.)
matricule_fiscal,1049893S,1,STE Ma CONSULT S.U.A.R.L
matricule_fiscal,1049955P,3,Sté JOY'S TRAVEL | Sté Joy's Travel - SARL | Sté LIONS RENT ACAR
matricule_fiscal,1049986X,1,Manufacturing Low Cost
matricule_fiscal,1049996Z,2,LD COM INVEST | SOCIETE LD COM INVEST
matricule_fiscal,1050048C,1,SOCIETE APOLLON TRADING
matricule_fiscal,1050086J,1,Société Assistance Portuaire et Services» SUARL
matricule_fiscal,1050118Z,3,AUDITEX en qualité de commissaire aux comptes de la société c | SOCIETE EMYAS SHOES | Société EMYAS SHOES
matricule_fiscal,1050124X,2,Sté El Ghali Du Bois & Dérivés | Sté El Ghali du Bois & Dérivés
matricule_fiscal,1050168K,1,Société Munuiserie Général
matricule_fiscal,1050214Y,1,unipersonnelle à responsabilité limitée B T Consulting (MF: 1
matricule_fiscal,10502461S,1,STE Groupe de Formation et d'Ingenierie
matricule_fiscal,1050327G,1,MULTIRENT
matricule_fiscal,1050365N,2,Perfect Sanitaire S | Perfect Sanitaire S.A.R.L
matricule_fiscal,1050495Y,2,Compagnie de Commerce et Décor SARL | Compagnie de Commerce et de Décoration
matricule_fiscal,1050507J,1,PVEP
matricule_fiscal,1050510D,1,TUNEX AGRO SARL
matricule_fiscal,1050521G,2,Société EZZAIM | Société Ezzaim
matricule_fiscal,1050536P,1,Société HEDA BAT
matricule_fiscal,1050540K,1,"Sté Nejib de location des engins, SUARL"
matricule_fiscal,1050572T,2,Société Ezzahra Negoce Km 07 route Bizerte Menihla | Société Ezzahra Négoce SARL
matricule_fiscal,1050635R,2,Société Tunisienne de Restauration Société en liquidation | Sté Tunisienne de Restauration STR» S.A.R.L
matricule_fiscal,1050656X,1,DATA
matricule_fiscal,1050698H,1,Société ICYTSYS - SARL
matricule_fiscal,10506D,1,Société Hôtel Fares » - SARL
matricule_fiscal,1050791D,1,STE JOBY-TEX
matricule_fiscal,1050868H,3,ACCESS CONTACT CENTER | Access Contact Center | Société Access Contact Center
matricule_fiscal,1050909Z,1,Sté Kammoun frères
matricule_fiscal,1050936C,1,G.T.S - SUARL
matricule_fiscal,1051053D,1,Société De Décors Parfumes (SO.DE.PAR) - SARL
matricule_fiscal,1051064G,1,El Manar 2 Tunis Tunisie
matricule_fiscal,10510881Q,1,société o-Médical
matricule_fiscal,1051151E,1,Euroink Tunisia et nomination Monsieur Samir Mzoughi Comme gé
matricule_fiscal,1051157L,1,et la nomination de Mohamed Fathi Ennalfer liquidateur
matricule_fiscal,1051190M,1,Société Infologis SARL
matricule_fiscal,1051208E,1,Syndic de la Résidence Mirabella El Menzeh 7 Bis - Tunis
matricule_fiscal,1051221B,2,Ben Rajeb | Société WHITE HOUSE
matricule_fiscal,1051248N,2,SOCIETE NEJMA | Société Nejma
matricule_fiscal,1051267R,1,CAP BON CERAMIQUES
matricule_fiscal,1051292S,1,Société SEMOBAT Meubles
matricule_fiscal,1051301A,1,Sté EL MOTAAHID IMMOBILIER
matricule_fiscal,1051351L,1,Société JACQUES REMONNAY TUNISIA SARL
matricule_fiscal,1051373S,2,Société Majda d'Equipement Général | Société Mejda d'Equipement Général
matricule_fiscal,1051464V,1,Transformation de la Société en une S.A.R.L
matricule_fiscal,1051533Q,3,EXTRUM INTERNATIONAL TRADING | Société EXTRUM INTERNATIONAL TRADING | Société Extrum International Trading
matricule_fiscal,1051680B,1,Société Dija Santé (+)
matricule_fiscal,1051708W,1,Maghrébine
matricule_fiscal,1051747D,1,"Société Extra Mousse SARL, 1, Rue Mustapha Hjaiej, Ariana"
matricule_fiscal,10517811F,1,Société Dreams Tembaien du Quads
matricule_fiscal,1051800Q,1,SUD DPA SURGELES
matricule_fiscal,1051897S,1,Société Identification Services Solutions SARL
matricule_fiscal,1052022M,1,SOCIETE AUTO JAPON SAJ
matricule_fiscal,1052159S,2,Société Sinda Bâtiment | Sté Sinda Bâtiment
matricule_fiscal,1052332M,2,SOCIETE NEWAVE RENT CAR S.A.R.L | Société NEWAVE RENT A CAR
matricule_fiscal,1052367Z,1,Société Horizon 21
matricule_fiscal,10524362V,1,GAPE DUE MEDITERRANEE
matricule_fiscal,1052470X,2,Clôture de liquidation de la Sté | Ventadis SARL
matricule_fiscal,10524719Y,1,Personne physique
matricule_fiscal,1052471Y,1,Personne physique
matricule_fiscal,1052525V,1,Société HEIKE KAUFMANN - SARL
matricule_fiscal,1052549D,1,l'Univers des Equipements Industriels SARL
matricule_fiscal,10525686R,1,ARTEMIS CAPITAL SICAR
matricule_fiscal,10526002Q,1,Société LE BOCADILLO
matricule_fiscal,1052612S,1,La Société Industrielle d'Exploitation des Matières Organiques S
matricule_fiscal,1052649G,3,La Continentale SARL au capital de 10 | Société LA CONTINENTALE | Société La Continentale
matricule_fiscal,1052650Z,1,Société FUTURE BRODERIE
matricule_fiscal,1052651A,2,Société Alginit Distribution Centre Nord Afrique | Sté Alginit Distribution Center Nord Afrique
matricule_fiscal,1052704W,1,Société Noblesse Rent A Car
matricule_fiscal,10527J,2,La Société Justinia SARL | Société Justinia
matricule_fiscal,1052867Q,1,Alyssa Création
matricule_fiscal,1052907F,1,SOREC
matricule_fiscal,1052951K,2,MEDIA CALL SARL | Media Call SARL
matricule_fiscal,1052959T,1,Société AFRICA SERVICES
matricule_fiscal,1053006E,2,Progrès Diffusion | Société LE PROGRES DIFFUSION
matricule_fiscal,1053010A,1,Sté Huilo Sarl
matricule_fiscal,1053022E,1,Sté Elysée Carthage LTD
matricule_fiscal,1053081R,1,DESIGN CUIR
matricule_fiscal,1053091T,1,Société Talk To Success - SARL
matricule_fiscal,1053095Y,1,TUNISIA SARL
matricule_fiscal,1053155S,1,Rubis SARL
matricule_fiscal,1053160P,1,Société Civile et Immobilière (Tarkhani Mehdi)
matricule_fiscal,1053202G,2,Société C.R.E.A.P | Société CREAP
matricule_fiscal,1053221K,1,Bio Village
matricule_fiscal,1053223M,1,Société Travaux Gaz et Eau STGE
matricule_fiscal,1053243R,1,Société A
matricule_fiscal,105328E,1,Société DECOFLOR
matricule_fiscal,1053300H,1,Société Générale de Commerce et de Distribution
matricule_fiscal,1053488A,1,STE S.E.T.P - SARL
matricule_fiscal,1053498P,1,Société 3M
matricule_fiscal,1053504T,1,Société North Africa holding Tunisia SARL
matricule_fiscal,1053511Y,1,Société CTRL X
matricule_fiscal,1053604X,2,Big Boss MEZ - Confection | Mise à jour des statuts de la société
matricule_fiscal,1053647J,3,Société INDUSTRIES AGRO-ALIMENTAIRES ABID I2A | Société INDUSTRIES AGRO-ALIMENTAIRES ABID IZA | Société Industries Agro-alimentaires ABID IZA
matricule_fiscal,10536591N,1,Société LES VIANDES ELITE» SUARL
matricule_fiscal,1053659M,1,Société LES VIANDES ELITE
matricule_fiscal,1053659N,1,Société Les Viandes Elites» SUARL
matricule_fiscal,1053886Y,1,Halfaoui Lamjed Ben Ahmed
matricule_fiscal,1053912G,3,STE Sider Sud Company | Société Fesso Alluminio Legno F.A.L | Société Sider Sud Company
matricule_fiscal,1053918N,1,Société Tunisienne de la Nouvelle Restauration
matricule_fiscal,1053994B,1,Société Sky Trading International
matricule_fiscal,1054145V,1,H2A Services
matricule_fiscal,1054188G,2,Société de vente des produits de l'Artisanat | Sté VENTE DE PRODUIT DE L'ARTISANAT SVPA
matricule_fiscal,1054230Q,1,Société Espace Et Création
matricule_fiscal,1054385K,5,Société Industrielle | Société Industrielle de Fabrication | Société Industrielle de Fabrication de Peinture SIFAP
matricule_fiscal,1054390G,1,Société de Développement Agricole Al Baraka
matricule_fiscal,1054395M,1,Société de promotion immobilière
matricule_fiscal,1054481J,2,Et nomination d'un Liquidateur | SOCOVET SARL
matricule_fiscal,1054507B,1,Société Oueslati de Bâtiment SOUEB
matricule_fiscal,1054574N,1,De la Société PEINTEX - SARL
matricule_fiscal,1054696H,1,Société de Promotion Immobilière
matricule_fiscal,1054699B,1,Société G.I.S Guy Simoncini
matricule_fiscal,1054712E,1,Société Idéal Carrière & Services
matricule_fiscal,1054972Z,1,JILI Negoce Compagny
matricule_fiscal,1054977E,2,Société Direct Trading Solution | Société House Délice» SARL
matricule_fiscal,1055007P,2,Maveel design société à responsabilité limitée (SARL) | société MAVEEL DESIGN
matricule_fiscal,1055114R,5,Annulation des augmentations du capital précédentes | Société Abattoir Eddayaa | Société Abattoir Eddayaa S
matricule_fiscal,1055129Z,1,SOCIETE BEE WEB
matricule_fiscal,1055178J,1,Société Joya's
matricule_fiscal,1055201P,1,Société United Investment & Development NAJAH.COM
matricule_fiscal,1055213T,2,Société TRAFOX TUNISIE | Société TRAFOX TUNISIE SARL
matricule_fiscal,1055233Y,1,NOURAUTO
matricule_fiscal,1055279N,1,Société DITAFIX S.A.R.L
matricule_fiscal,1055340A,2,Société Challenge Consulting | Société Challenge Consulting » - SARL
matricule_fiscal,1055369P,1,Société ALIX SYSTEME ALIXSYS
matricule_fiscal,1055402X,2,Société Assut Europe Afrique | Société Assut Europe Afrique S.A.R.L
matricule_fiscal,1055595P,1,Société VESTITALIA
matricule_fiscal,1055604F,1,EL MONTAZAH
matricule_fiscal,1055606H,2,L'approbation de la fermeture de la société | Société Samra Broderie
matricule_fiscal,1055616M,1,Société des Panneaux isolants S.P.I » SARL
matricule_fiscal,1055644P,1,Société de Transformation Générale des Métaux S
matricule_fiscal,1055703H,1,Pharma Futur
matricule_fiscal,1055715M,2,BF MEDICAL SARL | BF Médical SARL
matricule_fiscal,1055913R,2,SOCIETE CITY FLIGHT | Société City Flight
matricule_fiscal,1055931T,1,Société Africaine d'Assistance & de Conseil
matricule_fiscal,1056030S,3,Fin de Travaux de Liquidation d'une société | Ste Abdjelil Plast s.a.r.l | Sté Abdjelil Plast SARL
matricule_fiscal,1056084H,1,Société El Oubour de Commerce
matricule_fiscal,1056098P,1,ARDI RESERACH 2C-SARL
matricule_fiscal,1056133Z,1,et de nommer Mr Mehdi Ben Othman en qualité de liquidateur ay
matricule_fiscal,1056191K,1,Om El Khir pour Commerce International
matricule_fiscal,1056197R,1,Propriétaire Neila Methlouthi ép. Fehri
matricule_fiscal,105622F,1,Société Ben Ayed Frères Industrie Boulangerie
matricule_fiscal,1056245G,2,STE MARISA SARL | Société Marisa SARL
matricule_fiscal,1056264K,1,GARMENT & TEXTILE
matricule_fiscal,1056279S,1,Société LISCORP
matricule_fiscal,1056310Y,1,Société ESSADAKA
matricule_fiscal,1056331D,1,Sté Le Rayon Vert
matricule_fiscal,1056390Q,2,Société SIMEX - SARL | Société SIMEX SARL
matricule_fiscal,1056393T,2,"Société Orientale de Conditionnement des Huiles Alimentaires | Société orientale de conditionnement huiles alimentaires (SOCHA, SARL)"
matricule_fiscal,1056405E,2,MOD CONFECTION - SARL | SOCIETE MOD CONFECTION SARL
matricule_fiscal,1056420D,2,Bougaroune Méditerranée Tunisie | Bougaroune Méditerranée Tunisie SARL
matricule_fiscal,1056437N,1,SMVDA Les Terres Nouvelles
matricule_fiscal,1056470P,2,"M : Moncef Ben Ali a vendu Toutes les 100 Parts de la STE à Mme Hayet Chkioua | Rectification de l'article 4, 6,10 de statut de société GE.R.ELEC"
matricule_fiscal,1056623N,1,Sté E- MEDIA
matricule_fiscal,1056633Q,4,Arije | Fermeture d'un bureau de représentation et nomination d'un liquidateur | Noor Islamic Bank
matricule_fiscal,1056677A,1,KAYROS PEINTURE ET DECORATION
matricule_fiscal,1056697H,1,SOCIETE KEHILA ENGINEERING
matricule_fiscal,1056720E,1,Société Le Rossignol Immobilière - S.A.R.L
matricule_fiscal,1056742V,1,Société Recyclage plastique du Sahel RPS
matricule_fiscal,1056772S,1,Société HACHICHA OIL
matricule_fiscal,10568436A,1,Société Electro Barhoumi S
matricule_fiscal,1056874G,1,OPTIMAL Solutions
matricule_fiscal,1056889P,1,Société Promo - Inter pharma SARL
matricule_fiscal,10569196Q,1,Sté de Promotion Immobilière Jamel Amara et Fils (SOPIJAF) SARL
matricule_fiscal,1056930X,1,Dejla
matricule_fiscal,105696H,2,Société de promotion immobilière Yasmine El Kantaoui SARL | Société de promotion immobilière Yasmine El Kantaoui» SARL
matricule_fiscal,10570832N,1,Société La Fayette
matricule_fiscal,1057099V,1,Société P.S.G CONSULTING
matricule_fiscal,1057110W,1,Sté Emeraude International Trading
matricule_fiscal,1057123B,2,Société Bureau du Centre des Etudes | Société du Bureau du Centre des Etudes et des Travaux
matricule_fiscal,1057134E,1,Société de travaux publics et manutention STPM
matricule_fiscal,1057173M,1,Société Méga Conseil Services
matricule_fiscal,1057194S,1,Société MICHAEL COM-SARL
matricule_fiscal,1057222D,1,Société BATIPROD SARL
matricule_fiscal,1057229L,1,2ème étage le Belvédère Tunis
matricule_fiscal,1057293V,1,MILANO TORINO PALERMO
matricule_fiscal,1057306G,3,Mettre à jour les statuts de la société | PHARMA PLUS TUNISIE | Pharma Plus Tunisie
matricule_fiscal,1057317K,2,LM INFORMATIQUE | Société LM INFORMATIQUE
matricule_fiscal,1057486F,1,Société SERVER
matricule_fiscal,1057578F,5,SOCIETE PROTECTION PERFECTION | STE PROTECTION PERFECTION P&P » (SUARL) | Sté PROTECTION & PERFECTION
matricule_fiscal,10575971J,1,Société TERRE D'AILLEURS
matricule_fiscal,1057644V,1,Société Internationale de Céramique et de Matériaux de Construction SICM S.A.R.L
matricule_fiscal,1057682E,1,Société Marbrerie Cléopatra
matricule_fiscal,1057686J,1,S.A.L SARL
matricule_fiscal,1057722V,2,Equipment Monitoring EQUIMO » S | Société EQUIMO SARL
matricule_fiscal,1057829F,2,Société SOL4T SARL | Société SOLAT SARL en liquidation
matricule_fiscal,1057851D,1,Société Industrielle Générale WIEM
matricule_fiscal,10578891R,1,Société POULINA GROUP HOLDING S.A
matricule_fiscal,1057923C,1,MOVHILA
matricule_fiscal,1057972M,1,S
matricule_fiscal,105802E,1,ELEXE : El Khatmine d'Exploitation Agricole
matricule_fiscal,1058059A,1,Société Bricolage Services et Maintenance
matricule_fiscal,1058105D,1,Société Darragi Daoud Communication DDC
matricule_fiscal,1058107F,1,AZIZ DISTRIBUTION Sarl
matricule_fiscal,1058237Q,1,L'approbation des nouveaux statuts de la société
matricule_fiscal,1058250M,1,Société SAGA
matricule_fiscal,1058325P,1,Etablissement Zemmeli Bricolage
matricule_fiscal,10583285A,1,Von Daniels Property SARL
matricule_fiscal,1058396F,1,Tunisie Développement Informatique (TDI) - SARL
matricule_fiscal,1058458X,1,Société KARITECH
matricule_fiscal,105853E,1,YACHTING SERVICES S.A.R.L
matricule_fiscal,1058573E,1,Et Modification de la forme juridique
matricule_fiscal,1058601Q,1,STES UNIPERSONNELLES A RESPONSABILITE LIMITEE
matricule_fiscal,1058617Z,1,Société Alu Meuble
matricule_fiscal,1058670E,1,PROMED Int
matricule_fiscal,1058714B,1,SOCIETE ACADEMIE DE LA QUALITE TOTALE SA.R.L
matricule_fiscal,105875V,1,Société Yasmin d'équipement Mécanique et électronique
matricule_fiscal,1058815D,1,Société MARLYS LOISIRS S.A.R.L
matricule_fiscal,1058824E,1,Société MULTICONFORT s.a.r.l
matricule_fiscal,1058913E,1,Société Frigho Shop .s.a.r.l
matricule_fiscal,1058926K,1,Société MHI la Commerciale Services
matricule_fiscal,1059019L,1,Al Concept Tunisie
matricule_fiscal,1059041J,1,Pub Concept
matricule_fiscal,1059154S,3,Prosoft Technology | Société Prosoft Technology | Société Prosoft Technology SARL
matricule_fiscal,1059199G,2,La Société prend la dénomination de IRIS APM | Société IRIS APM
matricule_fiscal,1059231N,1,Société DISTRILEC Sarl
matricule_fiscal,1059239N,1,DISTRELEC
matricule_fiscal,105923I,1,Société DISTRILEC Sarl
matricule_fiscal,1059245V,2,Société NEW GCI PLUS | Société New GCI Plus
matricule_fiscal,1059254W,1,Ste Technet Tunisie Sarl
matricule_fiscal,1059257Z,3,MSA+Import Export | Société MSA+ SARL | Société Msa + Import Export
matricule_fiscal,1059312N,1,Société ST2M
matricule_fiscal,1059384F,2,Société Universal Consulting Company UCC | Société Universal Consulting Company» SUARL
matricule_fiscal,10595508B,1,TREND'ART SARL
matricule_fiscal,1059550B,1,TREND'ART SARL
matricule_fiscal,1059564H,1,Société PROFIMEX TUNISIE
matricule_fiscal,1059610W,1,Sté Express Services 3
matricule_fiscal,1059616C,2,Société FAZ Confection (SUARL) | Sté. Faz Confection - SARL
matricule_fiscal,1059656L,2,Ste Arcomed Plus - SARL | Sté Arcomed Plus -SARL
matricule_fiscal,1059680L,1,Sté héritiers Noomane Ben Salah Khlifa
matricule_fiscal,1059835P,1,Société ANITEX Sarl
matricule_fiscal,105983S,1,Société Anitex Sarl
matricule_fiscal,10598700D,1,Société SINCO
matricule_fiscal,1059879A,2,SHIMA SEIKI SERVICES TUNISIE | Shima Seiki Services Tunisie
matricule_fiscal,1059925N,1,Ste La palmeraie de Monastir S RL
matricule_fiscal,105992D,1,Société Commerciale des Equipements Mécaniques SOCEM
